ax,ay,az,gx,gy,gz,mx,my,mz
1086,167,16504,0.054421,0.3612,-0.11364,44,38,-21
1099,168,16520,0.054421,0.3612,-0.11364,44,38,-20
1101,164,16532,0.054421,0.3612,-0.11364,44,37,-20
1109,168,16539,0.054421,0.3612,-0.11364,44,38,-20
1106,180,16542,0.054421,0.3612,-0.11364,44,38,-20
1093,186,16537,0.054421,0.3612,-0.11364,44,37,-20
1096,179,16538,0.054421,0.3612,-0.11364,44,37,-20
1097,189,16557,0.054421,0.3612,-0.11364,44,37,-20
1098,201,16568,0.054421,0.36067,-0.11364,44,37,-20
1088,199,16571,0.054421,0.36067,-0.11364,44,38,-20
1083,200,16550,0.054421,0.36067,-0.11364,44,38,-21
1079,201,16542,0.054421,0.36067,-0.11364,44,38,-21
1089,201,16535,0.054421,0.36067,-0.11418,43,38,-21
1100,199,16533,0.054421,0.36067,-0.11418,44,38,-21
1102,209,16521,0.054421,0.36067,-0.11418,44,38,-21
1100,194,16513,0.054421,0.36067,-0.11418,44,38,-21
1101,189,16500,0.053887,0.36067,-0.11418,43,38,-21
1102,186,16501,0.054421,0.36067,-0.11418,44,38,-21
1106,182,16527,0.054421,0.36067,-0.11418,44,38,-21
1106,178,16532,0.054421,0.36067,-0.11418,44,38,-21
1106,171,16537,0.054421,0.36067,-0.11364,44,38,-21
1100,162,16542,0.054421,0.36067,-0.11364,44,38,-21
1096,152,16540,0.054421,0.3612,-0.11364,44,38,-21
1103,165,16531,0.054421,0.36067,-0.11364,44,38,-20
1108,166,16536,0.054421,0.36067,-0.11364,44,38,-20
1117,166,16510,0.054421,0.36067,-0.11364,44,38,-20
1114,169,16499,0.054421,0.36067,-0.11364,44,38,-20
1117,177,16501,0.054421,0.36067,-0.11364,43,38,-20
1111,183,16514,0.054421,0.36067,-0.11364,43,38,-20
1110,188,16509,0.054421,0.36067,-0.11364,43,38,-20
1111,194,16512,0.053887,0.36067,-0.11364,44,38,-20
1115,189,16517,0.053887,0.36067,-0.11364,44,38,-20
1111,190,16522,0.053887,0.36067,-0.11364,44,37,-20
1098,196,16524,0.053887,0.36067,-0.11364,44,37,-20
1105,195,16526,0.053887,0.36067,-0.11364,44,38,-20
1100,186,16525,0.053887,0.36067,-0.11364,44,38,-20
1099,180,16512,0.053887,0.3612,-0.11364,44,38,-20
1108,175,16525,0.053887,0.3612,-0.11364,44,38,-20
1113,173,16524,0.053887,0.3612,-0.11364,43,38,-20
1102,172,16526,0.053887,0.3612,-0.11311,44,37,-20
1108,172,16512,0.053887,0.3612,-0.11364,44,38,-20
1124,177,16525,0.053887,0.3612,-0.11364,43,38,-20
1122,184,16521,0.053887,0.3612,-0.11364,44,38,-21
1123,189,16515,0.054421,0.3612,-0.11311,43,38,-20
1116,191,16520,0.054421,0.36067,-0.11311,43,38,-21
1101,198,16510,0.054421,0.36067,-0.11311,43,38,-21
1105,204,16521,0.054421,0.36067,-0.11311,43,37,-20
1109,209,16542,0.054421,0.36067,-0.11364,43,37,-20
1095,202,16549,0.053887,0.36067,-0.11364,43,38,-20
1090,195,16545,0.053887,0.36067,-0.11364,43,38,-20
1093,183,16551,0.054421,0.36067,-0.11364,43,37,-20
1097,182,16563,0.054421,0.3612,-0.11364,43,37,-20
1104,179,16561,0.053887,0.3612,-0.11364,44,37,-20
1116,187,16558,0.054421,0.3612,-0.11364,44,37,-20
1113,190,16541,0.054421,0.3612,-0.11364,44,38,-20
1114,189,16525,0.054421,0.36067,-0.11364,44,38,-20
1129,200,16527,0.054421,0.36067,-0.11364,44,38,-20
1120,206,16540,0.054421,0.36067,-0.11364,44,38,-20
1115,220,16524,0.053887,0.36067,-0.11364,44,38,-20
1107,219,16529,0.053887,0.36067,-0.11364,44,38,-20
1114,220,16523,0.053887,0.36014,-0.11364,44,38,-20
1114,207,16531,0.053887,0.36067,-0.11364,44,38,-20
1116,201,16545,0.053887,0.36067,-0.11364,44,38,-20
1121,201,16543,0.053887,0.36067,-0.11364,44,38,-20
1108,200,16550,0.053887,0.36067,-0.11364,44,37,-20
1100,201,16539,0.053887,0.36067,-0.11364,43,38,-20
1104,188,16554,0.053887,0.36067,-0.11364,43,38,-20
1110,190,16538,0.053887,0.36067,-0.11364,43,38,-20
1101,191,16547,0.053887,0.36067,-0.11364,43,38,-20
1098,194,16538,0.053887,0.36067,-0.11364,43,38,-20
1097,196,16538,0.053887,0.36067,-0.11364,43,38,-19
1099,201,16548,0.053887,0.36067,-0.11364,43,38,-19
1108,195,16540,0.053887,0.36067,-0.11364,43,39,-19
1121,188,16542,0.053887,0.36067,-0.11364,43,38,-19
1118,191,16542,0.053887,0.36067,-0.11364,43,38,-20
1112,182,16561,0.053887,0.36067,-0.11364,43,38,-20
1119,184,16569,0.053887,0.36067,-0.11364,43,38,-20
1128,187,16571,0.053887,0.36067,-0.11364,43,38,-20
1123,179,16571,0.053887,0.36067,-0.11364,43,38,-20
1110,175,16561,0.053887,0.36067,-0.11364,43,38,-20
1107,176,16590,0.053887,0.36067,-0.11364,43,38,-20
1103,168,16589,0.053887,0.36067,-0.11364,43,38,-20
1106,175,16586,0.053887,0.36067,-0.11364,43,38,-20
1101,180,16581,0.053887,0.36067,-0.11364,43,38,-20
1091,179,16578,0.053887,0.36067,-0.11364,43,38,-20
1074,176,16583,0.053887,0.36067,-0.11364,44,38,-20
1076,182,16571,0.053887,0.36067,-0.11364,44,38,-21
1075,182,16580,0.053887,0.36067,-0.11364,44,38,-21
1078,184,16558,0.053887,0.36067,-0.11364,44,38,-21
1070,197,16559,0.053887,0.36067,-0.11364,44,38,-21
1065,200,16577,0.054421,0.36067,-0.11364,44,38,-21
1072,198,16568,0.053887,0.36067,-0.11364,44,38,-21
1087,193,16557,0.053887,0.36067,-0.11364,44,38,-20
1091,199,16542,0.053887,0.36067,-0.11364,44,38,-20
1096,200,16549,0.054421,0.36067,-0.11364,44,38,-20
1108,201,16540,0.053887,0.36067,-0.11364,44,38,-20
1103,193,16542,0.053887,0.36067,-0.11364,44,37,-20
1109,185,16553,0.053887,0.36067,-0.11364,44,38,-20
1109,180,16531,0.053887,0.36067,-0.11364,44,37,-20
1104,184,16538,0.053887,0.36067,-0.11364,44,38,-21
1095,185,16543,0.053887,0.36067,-0.11364,44,38,-21
1097,179,16554,0.053887,0.36014,-0.11364,44,38,-21
1090,181,16547,0.053887,0.36014,-0.11364,44,38,-20
1085,174,16550,0.053887,0.36014,-0.11364,44,38,-20
1093,187,16543,0.053887,0.36014,-0.11364,44,38,-20
1091,195,16532,0.053887,0.36014,-0.11364,44,38,-20
1092,190,16537,0.054421,0.36014,-0.11311,44,39,-20
1103,195,16520,0.054421,0.36014,-0.11364,44,38,-20
1102,199,16509,0.053887,0.36014,-0.11364,43,38,-20
1111,186,16511,0.054421,0.36067,-0.11364,43,38,-20
1115,191,16521,0.054421,0.36014,-0.11364,43,38,-20
1110,195,16537,0.054421,0.36067,-0.11364,44,38,-20
1100,194,16527,0.054421,0.36067,-0.11364,44,38,-20
1097,186,16526,0.054421,0.36014,-0.11364,44,38,-20
1100,190,16521,0.054421,0.36014,-0.11364,44,38,-20
1102,184,16527,0.054421,0.36014,-0.11364,44,38,-20
1099,181,16540,0.054421,0.36014,-0.11364,44,38,-20
1092,198,16542,0.053887,0.36014,-0.11364,44,38,-20
1086,196,16543,0.053887,0.36014,-0.11364,44,38,-21
1088,191,16510,0.053887,0.36014,-0.11364,44,38,-21
1094,187,16516,0.053887,0.36014,-0.11364,44,38,-20
1098,191,16514,0.053887,0.36014,-0.11364,44,38,-20
1092,192,16525,0.053887,0.36014,-0.11364,44,38,-20
1078,188,16534,0.053887,0.36014,-0.11364,43,38,-20
1075,193,16540,0.053887,0.36067,-0.11364,44,38,-20
1071,184,16540,0.053887,0.36014,-0.11364,44,38,-20
1070,180,16535,0.053887,0.36067,-0.11364,44,38,-20
1069,184,16558,0.053887,0.36067,-0.11364,44,38,-20
1070,172,16572,0.053887,0.36067,-0.11364,44,38,-20
1074,166,16559,0.053887,0.36067,-0.11364,43,38,-20
1084,160,16551,0.053887,0.36067,-0.11364,43,38,-21
1093,157,16554,0.053887,0.36067,-0.11364,44,38,-20
1104,155,16553,0.053887,0.36067,-0.11364,43,38,-20
1106,154,16551,0.053887,0.36067,-0.11364,44,38,-20
1110,155,16560,0.053887,0.36067,-0.11364,43,38,-20
1120,152,16545,0.053887,0.36067,-0.11364,43,38,-20
1119,166,16526,0.053887,0.36067,-0.11364,43,38,-20
1117,176,16542,0.053887,0.36067,-0.11364,44,38,-20
1123,185,16543,0.053887,0.36067,-0.11364,43,38,-20
1125,189,16536,0.053887,0.36067,-0.11364,44,38,-20
1132,190,16533,0.053887,0.36067,-0.11364,44,38,-20
1135,195,16530,0.053887,0.36067,-0.11364,44,38,-20
1138,191,16522,0.053887,0.36067,-0.11311,44,38,-20
1129,195,16529,0.053887,0.36067,-0.11364,44,38,-20
1130,186,16534,0.053887,0.36067,-0.11364,44,38,-20
1131,188,16527,0.053887,0.36014,-0.11364,44,38,-20
1119,189,16530,0.054421,0.36014,-0.11364,44,38,-20
1123,191,16528,0.053887,0.36067,-0.11364,44,38,-20
1114,188,16534,0.053887,0.36067,-0.11364,44,38,-20
1111,185,16536,0.053887,0.36067,-0.11364,44,38,-20
1108,194,16531,0.053887,0.36067,-0.11364,43,38,-20
1109,195,16530,0.053887,0.36067,-0.11364,44,38,-20
1106,194,16531,0.053887,0.36067,-0.11364,44,38,-20
1101,192,16529,0.053887,0.36067,-0.11364,43,38,-20
1092,186,16521,0.053887,0.36067,-0.11364,43,37,-20
1087,187,16516,0.053887,0.36014,-0.11364,43,37,-20
1083,183,16496,0.053887,0.36014,-0.11364,43,38,-20
1088,191,16488,0.053887,0.36014,-0.11364,43,38,-21
1094,190,16499,0.053887,0.36014,-0.11364,43,38,-21
1093,191,16492,0.053887,0.36067,-0.11364,44,38,-21
1092,193,16495,0.053887,0.36067,-0.11364,44,38,-21
1098,186,16505,0.053887,0.36067,-0.11364,44,38,-21
1110,180,16503,0.053887,0.36067,-0.11364,44,38,-21
1108,180,16508,0.053887,0.36067,-0.11364,44,38,-21
1112,181,16526,0.053887,0.36067,-0.11364,44,38,-21
1111,178,16519,0.053887,0.36067,-0.11311,44,38,-21
1108,178,16527,0.054421,0.36067,-0.11311,44,37,-20
1116,167,16541,0.054421,0.36067,-0.11311,44,37,-20
1135,166,16536,0.054421,0.36067,-0.11311,43,37,-20
1128,176,16515,0.054421,0.36067,-0.11364,43,37,-20
1124,186,16525,0.054421,0.36067,-0.11364,43,37,-20
1127,186,16519,0.054421,0.36067,-0.11364,43,37,-20
1124,194,16520,0.054421,0.36067,-0.11364,44,37,-20
1114,190,16525,0.054421,0.36067,-0.11364,44,37,-20
1106,189,16519,0.054421,0.36067,-0.11364,44,37,-20
1099,203,16507,0.054421,0.36067,-0.11364,44,38,-20
1077,203,16513,0.054421,0.36067,-0.11364,44,38,-20
1077,192,16522,0.054421,0.36067,-0.11364,44,38,-20
1082,195,16527,0.054421,0.36067,-0.11364,44,38,-20
1088,192,16530,0.053887,0.36067,-0.11364,44,38,-20
1084,196,16520,0.053887,0.36067,-0.11364,44,38,-20
1095,203,16541,0.053887,0.36067,-0.11311,44,38,-20
1095,199,16537,0.053887,0.36067,-0.11311,44,38,-20
1096,197,16536,0.053887,0.36067,-0.11364,44,38,-20
1106,201,16528,0.053887,0.36067,-0.11364,44,38,-20
1113,206,16543,0.053887,0.36067,-0.11364,44,38,-20
1112,201,16523,0.053887,0.36067,-0.11364,44,38,-20
1111,200,16533,0.053887,0.36067,-0.11364,44,38,-20
1120,191,16541,0.053887,0.36067,-0.11364,44,38,-20
1125,189,16537,0.053887,0.36067,-0.11418,43,38,-20
1129,188,16526,0.054421,0.36067,-0.11418,43,37,-20
1127,187,16535,0.054421,0.36067,-0.11418,44,37,-20
1136,187,16545,0.054421,0.36067,-0.11364,44,37,-20
1132,191,16545,0.054421,0.36067,-0.11364,44,37,-20
1130,184,16569,0.054421,0.36067,-0.11364,44,37,-20
1126,183,16564,0.054421,0.36067,-0.11364,44,37,-20
1121,181,16562,0.054421,0.36067,-0.11364,44,37,-20
1118,177,16553,0.054421,0.36067,-0.11364,45,37,-20
1121,180,16554,0.054421,0.36067,-0.11364,44,37,-21
1123,181,16555,0.053887,0.36067,-0.11364,44,37,-20
1117,176,16540,0.053887,0.36067,-0.11364,44,38,-20
1119,173,16525,0.053887,0.36067,-0.11364,44,38,-20
1113,177,16522,0.053887,0.36067,-0.11364,44,38,-20
1122,177,16509,0.053887,0.36067,-0.11364,44,38,-20
1120,176,16505,0.053887,0.36067,-0.11364,43,38,-20
1116,179,16507,0.053887,0.36067,-0.11364,43,38,-20
1115,182,16524,0.053887,0.36067,-0.11364,43,39,-20
1114,174,16519,0.054421,0.36067,-0.11364,43,39,-20
1104,170,16530,0.054421,0.36067,-0.11364,43,39,-20
1098,164,16535,0.054421,0.36067,-0.11364,43,38,-20
1108,165,16520,0.054421,0.36067,-0.11364,43,38,-20
1098,175,16533,0.054421,0.36067,-0.11364,43,38,-20
1100,179,16521,0.054421,0.36067,-0.11364,44,38,-20
1100,169,16518,0.054421,0.36067,-0.11364,44,38,-20
1097,169,16514,0.054421,0.36067,-0.11364,44,38,-20
1097,173,16507,0.054421,0.36067,-0.11364,44,38,-20
1101,186,16515,0.054421,0.36067,-0.11364,44,38,-20
1107,186,16516,0.054421,0.36067,-0.11364,43,37,-20
1097,187,16522,0.054421,0.36067,-0.11364,44,38,-20
1099,179,16513,0.054421,0.36067,-0.11364,44,38,-20
1106,177,16531,0.054421,0.36067,-0.11364,44,37,-20
1102,185,16536,0.054421,0.36067,-0.11364,44,37,-20
1113,173,16530,0.054421,0.36067,-0.11364,44,38,-20
1107,173,16542,0.054421,0.36067,-0.11364,44,37,-20
1109,171,16543,0.054421,0.36067,-0.11364,44,38,-20
1113,176,16542,0.053887,0.36067,-0.11364,44,38,-20
1116,180,16559,0.053887,0.36067,-0.11364,44,38,-21
1115,177,16566,0.054421,0.36067,-0.11364,44,38,-21
1108,173,16552,0.053887,0.36067,-0.11364,43,38,-21
1108,169,16538,0.053887,0.36067,-0.11364,43,37,-21
1104,175,16546,0.053887,0.36067,-0.11364,43,37,-21
1111,175,16548,0.053887,0.3612,-0.11364,44,37,-21
1113,166,16542,0.053887,0.3612,-0.11364,44,37,-20
1112,171,16543,0.053887,0.3612,-0.11364,44,37,-20
1108,160,16533,0.053887,0.3612,-0.11364,44,37,-20
1101,167,16527,0.053887,0.3612,-0.11364,44,37,-20
1105,179,16530,0.053887,0.36067,-0.11364,44,38,-20
1105,182,16543,0.054421,0.36067,-0.11364,44,38,-20
1102,191,16539,0.054421,0.36067,-0.11311,44,38,-20
1098,192,16531,0.054421,0.36067,-0.11311,44,38,-20
1098,197,16531,0.054421,0.36067,-0.11311,44,38,-20
1088,191,16525,0.054421,0.36014,-0.11364,44,38,-21
1101,199,16518,0.054421,0.36067,-0.11364,44,38,-21
1106,185,16531,0.054421,0.36067,-0.11364,44,38,-21
1106,171,16542,0.053887,0.36067,-0.11311,44,38,-20
1104,171,16533,0.053887,0.36067,-0.11311,44,38,-21
1104,165,16530,0.054421,0.36067,-0.11311,44,38,-20
1107,171,16535,0.054421,0.36067,-0.11311,44,38,-20
1107,169,16522,0.054421,0.36067,-0.11311,44,38,-20
1112,166,16535,0.054421,0.36067,-0.11311,44,38,-20
1110,171,16540,0.054421,0.36067,-0.11311,44,38,-20
1108,182,16537,0.054421,0.36067,-0.11311,44,38,-20
1103,189,16540,0.054421,0.36067,-0.11364,43,38,-20
1108,187,16543,0.054421,0.36067,-0.11364,44,38,-20
1108,188,16545,0.054421,0.36067,-0.11364,44,38,-20
1108,182,16540,0.054421,0.36067,-0.11364,43,38,-20
