
68,0.549,-76.690 
-62.500000,-734.375000,15851.562500,-2.373,0.549,-76.690 
-304.687500,-679.687500,15835.937500,-2.379,0.555,-76.690 
-109.375000,-648.437500,16203.125000,-2.373,0.549,-76.690 
-85.937500,-640.625000,16039.062500,-2.368,0.549,-76.690 
-242.187500,-734.375000,15914.062500,-2.379,0.549,-76.690 
-210.937500,-703.125000,15804.687500,-2.379,0.555,-76.690 
-46.875000,-617.187500,16046.875000,-2.373,0.544,-76.690 
-218.750000,-617.187500,16148.437500,-2.368,0.549,-76.690 
-164.062500,-703.125000,15968.750000,-2.373,0.549,-76.690 
-140.625000,-679.687500,15703.125000,-2.379,0.549,-76.690 
-187.500000,-664.062500,16054.687500,-2.373,0.549,-76.690 
-195.312500,-601.562500,16296.875000,-2.368,0.549,-76.690 
-39.062500,-703.125000,15828.125000,-2.379,0.544,-76.690 
-226.562500,-679.687500,15648.437500,-2.379,0.549,-76.690 
-187.500000,-617.187500,16140.625000,-2.368,0.544,-76.690 
-101.562500,-656.250000,16132.812500,-2.373,0.544,-76.690 
-179.687500,-687.500000,15789.062500,-2.379,0.544,-76.690 
-257.812500,-671.875000,15921.875000,-2.379,0.549,-76.690 
-85.937500,-617.187500,16039.062500,-2.368,0.544,-76.690 
-156.250000,-601.562500,16078.125000,-2.368,0.544,-76.690 
-273.437500,-695.312500,16093.750000,-2.379,0.544,-76.690 
-125.000000,-710.937500,15773.437500,-2.379,0.544,-76.690 
-54.687500,-640.625000,15851.562500,-2.368,0.544,-76.690 
-257.812500,-625.000000,16328.125000,-2.368,0.549,-76.690 
-148.437500,-695.312500,15976.562500,-2.373,0.544,-76.690 
-171.875000,-656.250000,15656.250000,-2.379,0.549,-76.690 
-250.000000,-617.187500,16062.500000,-2.368,0.549,-76.690 
-117.187500,-648.437500,16250.000000,-2.368,0.544,-76.690 
0.000000,-664.062500,15953.125000,-2.373,0.544,-76.690 
-281.250000,-734.375000,15781.250000,-2.379,0.555,-76.690 
-164.062500,-703.125000,16054.687500,-2.368,0.544,-76.690 
-85.937500,-609.375000,16054.687500,-2.368,0.544,-76.690 
-195.312500,-648.437500,16101.562500,-2.373,0.549,-76.690 
-164.062500,-726.562500,15757.812500,-2.379,0.549,-76.690 
-93.750000,-671.875000,15796.875000,-2.368,0.549,-76.690 
-179.687500,-562.500000,16203.125000,-2.362,0.549,-76.690 
-93.750000,-671.875000,16164.062500,-2.368,0.549,-76.690 
-117.187500,-710.937500,15710.937500,-2.379,0.549,-76.690 
-265.625000,-671.875000,15710.937500,-2.373,0.549,-76.690 
-109.375000,-648.437500,16320.312500,-2.362,0.549,-76.690 
-46.875000,-695.312500,16046.875000,-2.368,0.549,-76.690 
-234.375000,-695.312500,15679.687500,-2.373,0.555,-76.690 
-226.562500,-687.500000,15921.875000,-2.368,0.549,-76.690 
-85.937500,-640.625000,16156.250000,-2.362,0.549,-76.690 
-125.000000,-640.625000,15992.187500,-2.368,0.549,-76.690 
-250.000000,-703.125000,16007.812500,-2.379,0.549,-76.690 
-148.437500,-718.750000,15750.000000,-2.373,0.549,-76.690 
-109.375000,-625.000000,16046.875000,-2.362,0.549,-76.690 
-226.562500,-640.625000,16250.000000,-2.368,0.549,-76.690 
-109.375000,-695.312500,15945.312500,-2.379,0.549,-76.690 
-164.062500,-664.062500,15640.625000,-2.373,0.549,-76.690 
-242.187500,-609.375000,16242.187500,-2.368,0.549,-76.690 
-164.062500,-687.500000,16203.125000,-2.368,0.544,-76.690 
-62.500000,-679.687500,15843.750000,-2.379,0.544,-76.690 
-312.500000,-679.687500,15851.562500,-2.373,0.549,-76.690 
-179.687500,-703.125000,16203.125000,-2.368,0.544,-76.690 
-70.312500,-632.812500,16039.062500,-2.368,0.544,-76.690 
-234.375000,-703.125000,16007.812500,-2.373,0.549,-76.690 
-195.312500,-695.312500,15828.125000,-2.373,0.549,-76.690 
-31.250000,-664.062500,15984.375000,-2.368,0.544,-76.690 
-195.312500,-609.375000,16250.000000,-2.368,0.549,-76.690 
-148.437500,-703.125000,15992.187500,-2.373,0.549,-76.690 
