ax,ay,az,gx,gy,gz,mx,my,mz
810,-148,17018,0.001601,0.005335,-0.000534,52,-44,-29
795,-160,17007,0.001601,0.006936,-0.000534,52,-44,-29
787,-158,17034,0.001601,0.00747,-0.000534,52,-44,-29
786,-226,16787,0.001601,0.009604,-0.000534,52,-45,-29
792,-228,16781,0.001067,0.010671,-0.000534,52,-45,-29
787,-230,16787,0.001067,0.011204,0.002668,52,-45,-30
761,-237,16783,0.001067,0.010671,0.003735,52,-45,-29
732,-246,16776,0.001067,0.010671,0.003735,52,-45,-30
721,-250,16761,0.001067,0.010137,0.003735,52,-46,-30
722,-240,16781,0.001067,0.008003,0.003735,52,-46,-30
725,-244,16764,0.001067,0.00747,0.003201,52,-46,-30
715,-172,17019,0.001067,0.005869,0.003201,52,-45,-30
707,-171,17013,0.001067,0.005869,0.003201,52,-45,-29
698,-170,17011,0.001067,0.006936,0,52,-45,-29
706,-167,17017,0.001067,0.006936,-0.001067,52,-45,-29
717,-161,17012,0.001067,0.006936,-0.001067,52,-45,-30
711,-158,17017,0.001067,0.005869,-0.001067,51,-45,-29
721,-162,17000,0.001601,0.004268,-0.001067,52,-45,-29
711,-164,16999,0.001601,0.003201,-0.001067,52,-45,-29
721,-168,16992,0.001601,0.002668,0,51,-45,-29
723,-163,16995,0.002134,0.001601,0.002668,52,-45,-29
730,-166,16985,0.002134,0.001067,0.004268,52,-45,-29
742,-173,16987,0.002134,0.001601,0.004268,52,-45,-29
727,-159,16981,0.001601,0.002668,0.005335,52,-45,-29
743,-164,16980,0.001601,0.004802,0.006402,52,-45,-29
733,-163,16973,0.001067,0.008003,0.006402,51,-45,-29
756,-169,17031,0.000534,0.010671,0.005335,51,-45,-29
745,-163,17050,0.000534,0.012805,0.004802,51,-45,-30
744,-162,17050,0,0.015473,0.003201,51,-45,-29
697,-149,17067,0.000534,0.014405,0.010671,51,-45,-29
664,-137,17063,0.001067,0.014405,0.021875,51,-45,-29
694,-147,17093,0.001067,0.012805,0.024009,51,-45,-29
686,-145,17100,0.001601,0.00907,0.024009,52,-45,-29
680,-157,17092,0.002134,0.005869,0.024009,52,-45,-29
655,-148,17042,0.002668,0.003201,0.02561,52,-45,-29
660,-157,17036,0.002668,0.000534,0.025076,52,-45,-29
556,-144,17044,0.003201,0.000534,0.035213,51,-45,-29
38,-79,17006,0.003201,0.003735,0.056021,51,-45,-29
-419,-113,17036,0.003201,0.000534,0.061357,51,-45,-29
-1293,-96,17020,0.003735,-0.000534,0.091768,51,-45,-29
-2165,-147,17027,0.003201,0.004268,0.12271,51,-45,-29
-3380,-319,17036,0.001601,0.011204,0.13819,51,-46,-28
-4694,-297,17073,-0.015473,0.011738,0.097637,51,-47,-28
-4417,-416,17078,-0.01654,0.010671,0.074162,51,-49,-28
-3685,-320,17167,-0.017073,0.004802,0.13872,50,-51,-27
-1407,-294,17004,-0.01654,-0.002134,0.1846,49,-53,-27
1201,-407,16827,-0.019207,0,0.14352,49,-55,-27
3291,-377,16993,-0.021875,0.013338,0.10991,48,-58,-27
4174,-356,16979,-0.022409,0.015473,0.083232,47,-60,-27
5486,-201,16986,-0.018674,-0.004802,0.088567,46,-62,-27
6725,-173,16946,0.000534,-0.011204,0.14619,45,-63,-27
6450,-57,16942,0.001601,-0.011738,0.17233,45,-64,-27
5821,-173,16840,0.001601,-0.008537,0.09657,45,-64,-27
4096,-289,17034,0.001067,-0.005335,0.021341,45,-64,-27
1963,-158,17196,0.003201,-0.005869,0.045884,45,-64,-27
773,-226,17005,0.006402,-0.018674,0.039482,44,-64,-27
760,-195,17018,0.006936,-0.022942,0.021875,45,-64,-27
680,-173,17029,0.003735,-0.008003,-0.004268,44,-64,-27
771,-222,17010,0.002134,-0.001067,-0.022942,44,-63,-27
800,-212,17004,0.002134,0.000534,-0.02561,44,-63,-27
798,-214,17016,0.002134,0.001067,-0.026143,44,-63,-27
820,-193,17008,0.002134,0.001067,-0.026143,44,-64,-27
825,-186,17014,0.001601,0.001601,-0.026143,44,-63,-27
794,-178,17038,0.001601,0.002668,-0.019741,44,-63,-27
808,-189,17032,0.002134,0.002134,-0.006936,44,-63,-27
809,-198,17023,0.002134,0.002668,-0.002134,44,-63,-27
803,-203,17047,0.001601,0.002668,-0.001067,44,-63,-27
779,-216,17043,0.001601,0.002668,-0.000534,44,-63,-27
782,-223,17033,0.001601,0.002668,-0.001067,44,-63,-27
768,-232,17033,0.001601,0.002668,-0.001067,44,-63,-27
775,-238,17003,0.001601,0.002668,-0.001067,44,-63,-27
777,-235,17012,0.001601,0.002668,-0.001067,44,-63,-27
776,-225,17001,0.001601,0.002668,-0.001067,44,-64,-27
783,-222,17004,0.001601,0.002668,-0.001067,44,-64,-27
777,-219,17006,0.001601,0.002668,-0.001067,44,-64,-27
780,-222,17004,0.001601,0.002668,-0.000534,44,-63,-27
783,-221,17003,0.001601,0.002668,-0.000534,44,-63,-27
819,-222,16990,0.001601,0.002668,-0.001067,44,-63,-27
813,-222,17006,0.001601,0.003201,-0.001067,44,-63,-27
821,-223,16992,0.002134,0.003201,-0.001067,45,-63,-27
818,-222,16990,0.002134,0.003201,-0.001067,45,-64,-27
806,-225,16986,0.002134,0.003201,-0.001067,45,-64,-27
809,-224,16973,0.002134,0.003201,-0.001067,45,-63,-27
803,-220,16986,0.002134,0.003201,-0.001067,45,-64,-27
790,-217,16978,0.002134,0.002668,-0.001067,45,-63,-27
762,-213,16998,0.002134,0.002668,-0.001067,45,-63,-27
769,-207,16992,0.002134,0.003201,-0.001067,45,-63,-27
758,-215,17004,0.001601,0.003201,-0.000534,45,-63,-27
763,-225,16999,0.001601,0.003201,-0.000534,44,-63,-27
759,-219,16999,0.001601,0.003201,-0.000534,44,-63,-27
753,-222,17015,0.001601,0.003201,-0.000534,45,-63,-27
758,-225,16993,0.001601,0.003201,-0.000534,45,-63,-27
771,-215,17000,0.001601,0.003201,-0.000534,45,-63,-27
780,-219,16994,0.001601,0.003201,-0.001067,44,-63,-27
782,-216,16995,0.001601,0.003201,-0.001067,45,-63,-27
784,-211,16986,0.002134,0.003201,-0.001067,44,-63,-27
780,-209,17009,0.002134,0.003201,-0.001067,45,-63,-27
790,-212,17005,0.002134,0.003201,-0.001067,45,-63,-27
798,-214,16988,0.002134,0.003201,-0.001067,45,-63,-27
796,-206,17001,0.002134,0.003201,-0.001067,45,-63,-27
795,-218,17008,0.002134,0.003201,-0.001067,45,-63,-27
782,-218,17008,0.002134,0.003201,-0.000534,45,-63,-27
768,-229,17007,0.002134,0.003201,-0.000534,45,-63,-27
773,-229,17019,0.002134,0.003201,-0.000534,45,-63,-27
770,-229,17012,0.002134,0.003201,-0.000534,45,-63,-27
765,-227,17014,0.001601,0.003201,-0.000534,45,-63,-27
768,-229,17021,0.001601,0.003201,-0.000534,45,-64,-27
761,-227,17028,0.001601,0.003201,-0.000534,44,-63,-28
766,-225,17021,0.001601,0.003201,-0.000534,44,-63,-28
765,-228,17021,0.001601,0.003201,-0.000534,44,-63,-28
773,-227,17015,0.001601,0.003201,-0.000534,44,-64,-28
768,-232,17002,0.001601,0.003201,-0.000534,44,-64,-28
772,-227,16999,0.002134,0.003201,-0.000534,44,-64,-28
768,-222,17011,0.002134,0.003201,-0.000534,44,-63,-28
765,-224,17014,0.002134,0.003201,-0.000534,44,-63,-28
796,-224,17013,0.002134,0.003201,-0.000534,44,-64,-27
795,-221,17003,0.002134,0.003201,-0.000534,44,-64,-27
798,-224,17001,0.002134,0.003201,-0.000534,44,-63,-27
790,-221,17013,0.002134,0.003201,-0.000534,44,-63,-27
793,-212,17033,0.002134,0.003201,-0.000534,44,-63,-26
794,-216,17043,0.002134,0.003201,-0.001067,44,-63,-27
796,-221,17040,0.002134,0.003201,-0.001067,44,-63,-27
793,-216,17046,0.002134,0.003201,-0.001067,45,-63,-26
763,-216,17053,0.002134,0.003201,-0.001067,44,-63,-27
757,-221,17057,0.002134,0.003735,-0.000534,44,-63,-27
756,-219,17051,0.002134,0.003735,-0.000534,45,-64,-27
772,-210,17034,0.002134,0.003735,-0.000534,45,-64,-27
771,-218,17004,0.002134,0.003735,-0.000534,45,-64,-28
762,-221,16996,0.002134,0.003735,-0.000534,45,-64,-27
761,-224,16989,0.002134,0.003735,-0.000534,45,-64,-27
767,-220,16987,0.002134,0.003735,-0.000534,45,-64,-28
773,-226,16991,0.002668,0.003735,-0.000534,45,-63,-28
771,-223,16984,0.002134,0.003735,-0.001067,45,-63,-27
765,-222,16999,0.002134,0.003735,-0.001067,45,-63,-27
761,-230,17023,0.002134,0.003735,-0.001067,45,-63,-27
768,-227,17037,0.002134,0.003735,-0.001067,45,-63,-27
773,-231,17032,0.002134,0.003735,-0.001067,45,-63,-27
776,-226,17047,0.002134,0.003735,-0.001067,45,-63,-27
769,-228,17041,0.002134,0.003201,-0.001067,45,-63,-27
757,-225,17010,0.002134,0.003201,-0.001067,45,-63,-27
763,-231,17024,0.002134,0.003201,-0.001067,45,-63,-27
773,-233,17008,0.002134,0.003201,-0.001067,45,-63,-27
766,-233,17004,0.002134,0.003201,-0.001067,45,-63,-27
754,-229,17012,0.002134,0.003201,-0.001067,45,-63,-27
752,-231,17021,0.002134,0.003201,-0.001067,45,-63,-27
767,-229,17007,0.002134,0.003201,-0.000534,44,-62,-27
780,-228,17001,0.002134,0.003201,-0.000534,44,-62,-28
774,-230,17008,0.002134,0.003201,-0.000534,44,-62,-28
771,-226,17015,0.002134,0.003201,-0.000534,44,-63,-28
765,-228,17019,0.002134,0.003201,-0.000534,44,-63,-28
773,-224,17026,0.002134,0.003201,-0.001067,44,-63,-28
781,-232,17008,0.001601,0.003735,-0.001067,44,-64,-28
779,-222,17009,0.001601,0.003735,-0.000534,44,-64,-28
751,-226,16998,0.001601,0.003735,-0.001067,45,-64,-28
736,-233,17005,0.001601,0.003735,-0.001067,44,-64,-27
747,-234,17018,0.001601,0.003735,-0.001067,44,-63,-27
757,-240,17010,0.001601,0.003735,-0.001067,45,-63,-28
754,-239,17014,0.001601,0.003735,-0.001067,45,-63,-28
743,-243,16997,0.001601,0.003735,-0.000534,45,-63,-28
735,-236,16996,0.002134,0.003201,-0.000534,45,-62,-28
746,-236,16986,0.002134,0.003201,-0.001067,45,-62,-27
768,-227,16998,0.002134,0.003735,-0.001067,45,-62,-28
775,-228,16997,0.002134,0.003735,-0.001067,45,-62,-28
776,-225,16996,0.002134,0.003735,-0.000534,45,-62,-27
763,-221,16992,0.002134,0.003735,-0.000534,45,-62,-27
771,-219,16995,0.002134,0.003735,-0.000534,45,-62,-27
807,-213,16991,0.002134,0.003735,-0.000534,45,-62,-27
819,-216,17001,0.002134,0.003735,-0.000534,45,-62,-28
810,-216,16998,0.002134,0.003201,-0.000534,45,-62,-28
802,-217,16993,0.002134,0.003201,-0.000534,45,-63,-28
830,-214,17004,0.002134,0.003201,-0.000534,45,-63,-28
833,-214,17038,0.002134,0.003201,-0.000534,45,-63,-28
842,-203,17049,0.002134,0.003201,-0.000534,45,-63,-28
845,-205,17049,0.002134,0.003201,-0.000534,44,-63,-28
815,-207,17058,0.002134,0.003201,-0.001067,44,-63,-28
805,-205,17054,0.002134,0.003201,-0.001067,45,-64,-27
810,-202,17060,0.001601,0.003201,-0.001067,45,-64,-27
813,-208,17075,0.001601,0.003201,-0.001067,45,-63,-27
781,-205,17067,0.001601,0.003201,-0.001067,45,-64,-27
783,-243,17015,0.001601,0.003201,-0.001067,45,-64,-27
781,-254,17013,0.001601,0.003201,-0.001067,45,-63,-27
778,-252,17012,0.001601,0.003201,-0.001067,45,-64,-28
782,-259,17001,0.001601,0.003201,-0.001067,45,-64,-28
780,-258,17005,0.001601,0.003201,-0.001067,45,-63,-27
778,-265,17000,0.001601,0.003201,-0.001067,45,-63,-27
776,-258,16984,0.001601,0.003201,-0.001067,45,-63,-28
778,-258,16985,0.002134,0.003735,-0.001067,45,-63,-27
779,-223,16996,0.002134,0.003735,-0.001067,45,-63,-28
770,-213,16990,0.002134,0.003735,-0.001067,45,-63,-28
763,-214,16992,0.002134,0.003735,-0.001067,45,-63,-27
752,-210,17002,0.002134,0.003735,-0.001067,46,-63,-27
757,-210,16988,0.002134,0.003735,-0.001067,45,-63,-28
751,-240,16985,0.002134,0.003735,-0.000534,45,-63,-27
752,-256,16988,0.002134,0.003735,-0.000534,45,-63,-27
751,-257,16977,0.002134,0.003735,-0.000534,45,-63,-27
750,-254,16985,0.002134,0.003735,-0.000534,45,-63,-27
753,-261,16990,0.002134,0.003201,-0.000534,45,-63,-27
757,-261,16984,0.001601,0.003201,-0.000534,45,-63,-27
768,-262,16990,0.001601,0.003201,-0.001067,45,-63,-27
779,-266,17010,0.001601,0.003201,-0.001067,45,-63,-27
795,-239,17014,0.001601,0.003201,-0.001067,45,-63,-27
783,-226,17023,0.001601,0.003201,-0.001067,45,-63,-27
774,-227,17032,0.001601,0.003201,-0.000534,45,-63,-27
780,-233,17004,0.001601,0.003201,-0.000534,45,-63,-27
781,-230,17007,0.001601,0.003201,-0.000534,45,-63,-27
784,-233,17014,0.001601,0.003201,-0.000534,45,-63,-27
786,-227,17015,0.001601,0.003201,-0.000534,45,-63,-27
779,-228,16995,0.002134,0.003735,-0.000534,45,-63,-27
759,-222,16988,0.002134,0.003735,-0.000534,45,-62,-27
769,-230,16984,0.002134,0.003735,-0.000534,44,-62,-27
788,-230,16979,0.002134,0.003735,-0.001067,44,-62,-27
786,-235,17009,0.002134,0.003735,-0.001067,44,-62,-28
778,-235,17008,0.002134,0.003735,-0.001067,45,-62,-28
778,-269,16996,0.001601,0.003735,-0.001067,44,-62,-28
774,-271,17004,0.001601,0.003735,-0.001067,44,-63,-28
765,-265,17019,0.001601,0.003735,-0.001067,44,-63,-28
771,-262,17029,0.001601,0.003735,-0.001067,44,-63,-28
772,-258,17020,0.001601,0.003735,-0.001067,44,-63,-28
756,-262,17019,0.001601,0.003735,-0.001067,45,-64,-28
747,-256,17018,0.001601,0.003735,-0.001067,45,-63,-28
758,-253,17008,0.001601,0.003735,-0.001067,45,-63,-28
749,-221,17012,0.002134,0.003735,-0.001067,45,-63,-27
741,-229,17001,0.002134,0.003735,-0.001067,45,-63,-27
748,-227,16995,0.002134,0.003735,-0.001067,45,-63,-27
