x
0
-0.0032625
-0.0052332
-0.0082606
-0.010963
-0.012396
-0.015449
-0.017502
-0.019665
-0.02153
-0.024057
-0.025732
-0.028073
-0.029841
-0.02982
-0.029682
-0.029291
-0.029465
-0.030327
-0.030498
-0.030947
-0.033165
-0.036026
-0.039518
-0.042269
-0.042391
-0.041166
-0.040525
-0.039636
-0.038772
-0.037386
-0.036439
-0.036602
-0.037576
-0.037848
-0.037025
-0.03513
-0.033136
-0.031589
-0.029385
-0.026674
-0.024145
-0.022608
-0.021225
-0.021354
-0.020239
-0.01968
-0.020074
-0.02154
-0.022013
-0.022199
-0.022788
-0.023771
-0.025823
-0.027425
-0.028454
-0.028104
-0.027905
-0.027578
-0.028216
-0.027481
-0.026764
-0.025791
-0.024702
-0.024724
-0.025832
-0.028414
-0.030124
-0.032621
-0.034391
-0.035861
-0.037448
-0.038196
-0.038667
-0.038595
-0.039489
-0.039554
-0.038809
-0.037677
-0.035347
-0.031976
-0.029355
-0.026371
-0.021803
-0.018269
-0.015198
-0.011624
-0.0095995
-0.0090906
-0.007887
-0.0076412
-0.0081989
-0.0076386
-0.0083036
-0.009216
-0.0087387
-0.0074483
-0.005498
-0.0020826
0.0014072
0.0052465
0.0094316
0.013414
0.016248
0.019458
0.021129
0.022247
0.023368
0.025034
0.026822
0.027775
0.028729
0.02859
0.029424
0.030255
0.030263
0.028511
0.027486
0.027169
0.027951
0.029127
0.029327
0.030073
0.031079
0.032614
0.032897
0.03209
0.031715
0.031487
0.030995
0.030514
0.030725
0.030931
0.030316
0.030804
0.030055
0.028913
0.028474
0.028587
0.028967
0.029337
0.030107
0.030724
0.031057
0.030159
0.029689
0.026505
0.022568
0.018434
0.01451
0.0099703
0.0057765
0.0025991
-0.0004034
-0.0028264
-0.0045458
-0.0068018
-0.0090365
-0.010705
-0.01318
-0.014537
-0.016162
-0.016548
-0.017218
-0.01653
-0.015736
-0.013743
-0.010574
-0.0077463
-0.0052474
-0.0026574
0.00016111
0.0021161
0.0055442
0.0072819
0.0085935
0.009215
0.0092958
0.008709
0.0081472
0.0080154
0.0070759
0.0062977
0.0044486
0.0034566
0.003437
0.0038232
0.0046074
0.0055101
0.0051678
0.005379
0.0059952
0.0059183
0.0051635
0.0042893
0.0027516
1.7868e-05
-0.001982
-0.0043571
-0.008873
-0.015079
-0.021719
-0.027974
-0.034268
-0.040741
-0.043851
-0.046804
-0.046332
-0.045365
-0.044313
-0.043308
-0.041797
-0.039514
-0.039741
-0.040375
-0.042089
-0.042138
-0.04151
-0.040218
-0.039502
-0.03812
-0.037038
-0.034068
-0.025978
-0.007963
0.032455
0.088571
0.17116
0.29105
0.45683
0.65708
0.89563
1.1784
1.4943
1.8505
2.2889
2.7633
3.2447
3.7161
4.2211
4.7167
5.1369
5.4258
5.5694
5.5814
5.458
5.2194
4.8295
4.3223
3.7252
3.1609
2.5822
2.0052
1.4402
0.8976
0.42409
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
1e-05
