x,y,z
-22.04,17.727,-0.26667
-15.04,14.727,2.7333
-13.04,7.7267,4.7333
-10.04,4.7267,7.7333
1.96,14.727,7.7333
1.96,16.727,-15.267
3.96,13.727,-12.267
4.96,-1.2733,-2.2667
13.96,-2.2733,-0.26667
3.96,-6.2733,0.73333
2.96,-3.2733,-12.267
8.96,-4.2733,-20.267
-5.04,-14.273,-23.267
-8.04,-19.273,-12.267
-15.04,-18.273,-24.267
-22.04,-1.2733,-21.267
-30.04,-3.2733,-32.267
-31.04,-1.2733,-26.267
-31.04,2.7267,-24.267
-28.04,8.7267,-17.267
-24.04,11.727,3.7333
-19.04,15.727,-10.267
-12.04,19.727,-2.2667
-11.04,14.727,-6.2667
-12.04,15.727,4.7333
-4.04,17.727,0.73333
0.96,22.727,7.7333
-8.04,14.727,14.733
-0.04,14.727,-6.2667
3.96,16.727,-19.267
-8.04,19.727,-4.2667
-10.04,15.727,1.7333
-2.04,20.727,-16.267
-7.04,26.727,-8.2667
-8.04,27.727,9.7333
-1.04,23.727,11.733
-3.04,20.727,20.733
-6.04,24.727,41.733
-4.04,14.727,29.733
3.96,11.727,36.733
-2.04,11.727,57.733
-14.04,-1.2733,56.733
-10.04,3.7267,31.733
-13.04,4.7267,13.733
-14.04,11.727,8.7333
-18.04,9.7267,6.7333
-11.04,9.7267,-4.2667
-11.04,22.727,-11.267
-11.04,10.727,-4.2667
1.96,28.727,-8.2667
-3.04,15.727,-9.2667
-2.04,21.727,-18.267
-0.04,16.727,-21.267
3.96,22.727,-16.267
-1.04,24.727,-10.267
3.96,18.727,-20.267
3.96,29.727,-33.267
2.96,18.727,-21.267
3.96,27.727,-20.267
-5.04,25.727,-6.2667
-3.04,22.727,-2.2667
1.96,15.727,-18.267
-2.04,12.727,-11.267
-16.04,13.727,-4.2667
-22.04,11.727,6.7333
-24.04,20.727,-10.267
-22.04,15.727,-7.2667
-22.04,16.727,7.7333
-23.04,18.727,2.7333
-33.04,20.727,15.733
-31.04,19.727,11.733
-25.04,21.727,9.7333
-16.04,23.727,-5.2667
-20.04,23.727,-3.2667
-17.04,25.727,21.733
-5.04,24.727,-27.267
-5.04,17.727,-76.267
16.96,7.7267,-147.27
7.96,11.727,-56.267
-4.04,24.727,-91.267
-3.04,16.727,-46.267
-8.04,6.7267,-87.267
-13.04,7.7267,-74.267
-30.04,8.7267,-51.267
-38.04,21.727,-6.2667
-54.04,19.727,71.733
-31.04,21.727,-9.2667
-21.04,2.7267,24.733
-22.04,4.7267,-10.267
-7.04,1.7267,36.733
1.96,-2.2733,-0.26667
