00,-2.697,080700,-52.531 ,
-242.187500,-812.500000,1578125000,-2.697,0.807,-52.531 ,
-328.125000,-718.750000,1586718750,-2.692,0.807,-52.531 ,
-273.437500,-718.750000,1611718750,-2.686,0.802,-52.531 ,
-250.000000,-710.937500,1625000000,-2.686,0.802,-52.531 ,
-164.062500,-726.562500,1614062500,-2.686,0.802,-52.531 ,
-179.687500,-742.187500,1582812500,-2.686,0.802,-52.531 ,
-289.062500,-765.625000,1580468750,-2.692,0.807,-52.531 ,
-304.687500,-820.312500,1590625000,-2.692,0.807,-52.531 ,
-281.250000,-804.687500,1605468750,-2.692,0.807,-52.531 ,
-156.250000,-695.312500,1600000000,-2.686,0.807,-52.531 ,
-156.-664.062500,16156.250000,-268600,0.802,-52.531 ,
-187.500000,-742.187500,1601562500,-2.686,0.807,-52.531 ,
-320.312500,-750.000000,1607031250,-2.686,0.807,-52.531 ,
1,1,1,1,1,1,
-273.437500,-804.687500,1592187500,-2.692,0.807,-52.531 ,
-265.625000,-757.812500,1577343750,-2.692,0.807,-52.531 ,
-148.437500,-757.812500,1595312500,-2.686,0.807,-52.531 ,
-203.125000,-757.812500,1608593750,-2.686,0.807,-52.531 ,
-203.125000,-718.750000,1607812500,-2.686,0.807,-52.531 ,
-203.125000,-781.250000,1591406250,-2.686,0.807,-52.531 ,
-257.812500,-796.875000,1603125000,-2.692,0.813,-52.531 ,
-187.500000,-796.875000,1568750000,-2.692,0.807,-52.531 ,
-250.000000,-773.437500,1589062500,-2.686,0.813,-52.531 ,
-281.250000,-710.937500,1592968750,-2.686,0.807,-52.531 ,
-289.062500,-718.750000,1625781250,-2.681,0.813,-52.531 ,
-210.937500,-765.625000,1608593750,-2.686,0.813,-52.531 ,
-234.375000,-773.437500,1594531250,-2.692,0.807,-52.531 ,
-140.625000,-835.937500,1576562500,-2.692,0.813,-52.531 ,
-000,-734.375000,1589843750,-2.692,0.813,-52.531 ,
-328.125000,-695.312500,1612500000,-2.686,0.813,-52.531 ,
-250.000000,-671.875000,1611718750,-2.681,0.813,-52.531 ,
-203.125000,-695.312500,1614843750,-2.681,0.813,-52.531 ,
-117.187500,-734.375000,3000,-2.686,0.807,-52.531 ,
-304.687500,-796.875000,NaN,-2.692,0.813,-52.531 ,
-312.500000,-835.937500,5000,-2.692,0.813,-52.531 ,
-320.312500,-789.062500,1589843750,-2.686,0.813,-52.531 ,
-164.062500,-734.375000,1589062500,0.813,-52.531 ,
-101.562500,-710.937500,1615625000,-2.681,0.807,-52.531 ,
-195.312500,16093.750000,-268100,0.813,-52.531 ,
-195.312500,-757.812500,1605468750,-2.686,0.813,-52.531 ,
-296.875000,-781.250000,1603125000,-2.692,0.813,-52.531 ,
-203.125000,-828.125000,1582031250,-2.692,0.813,-52.531 ,
-265.625000,-757.812500,1587500000,-2.686,0.813,-52.531 ,
-156.250000,-710.937500,1600781250,-2.686,0.813,-52.531 ,
-218.750000,-695.312500,1619531250,-2.681,0.813,-52.53-242.187500,-734.375000,16187.500000,-2.681,0.813,-52.531 
-289.062500,-718.750000,1605468750,-2.681,0.813,-52.531 ,
-257.812500,-742.187500,1584375000,-2.686,0.813,-52.531 ,
-218.750000,-804.687500,1581250000,-2.686,0.813,-52.531 ,
-265.625000,-742.187500,1589843750,-2.681,0.813,-52.531 ,
2,2,2,2,2,2,
-265.625000,-789.062500,1613281250,-2.681,0.813,-52.531 ,
-140.625000,-781.250000,1608593750,-2.681,0.813,-52.531 ,
-187.500000,-750.000000,1600000000,-2.681,0.813,-52.531 ,
-125.000000,-820.312500,1590625000,-2.686,0.813,-52.531 ,
-335.937500,-718.750000,1590625000,-2.686,0.813,-52.531 ,
-226.562500,-796.875000,1585937500,-2.681,0.813,-52.531 ,
-265.625000,-710.937500,1597656250,-2.681,0.813,-52.531 ,
-195.312500,-750.000000,1616406250,-2.675,0.813,-52.531 ,
-93.750000,-718.750000,1614062500,-2.681,0.813,-52.531 ,
-179.687500,-789.062500,1598437500,-2.681,0.813,-52.531 ,
-281.250000,-835.937500,1594531250,-2.686,0.813,-52.531 ,
-242.187500,-796.875000,1587500000,-2.686,0.81331 ,
-226.562500,-726.562500,1575000000,-2.681,0.813,-52.531 ,
-195.312500,-695.312500,1601562500,-2.681,0.813,-52.531 ,
-117.187500,-687.500000,1623437500,-2.675,0.807,-52.531 ,
-265.625000,-726.562500,1613281250,-2.681,0.813,-52.531 ,
