"number"	"remark"	"time"	"ax"	"ay"	"az"	"gx"	"gy"	"gz"	"mx"	"my"	"mz"	"roll"	"yaw"	"pitch"
"1740471292000052"	" 10.01"	"2025/02/25 14;53;10"	"-132.812"	"-421.875"	"16007.8"	"-0.061"	"0.122"	"0"	"-2491"	"8763"	"-20902"	"-1.483"	"1.055"	"-16.683"
"1740471292000053"	" 10.01"	"2025/02/25 14;53;11"	"-179.688"	"-414.062"	"16015.6"	"0"	"0"	"0"	"-2487"	"8753"	"-20840"	"-1.483"	"1.022"	"-16.672"
"1740471292000054"	" 10.01"	"2025/02/25 14;53;11"	"-117.188"	"-429.688"	"16007.8"	"-0.244"	"0.061"	"0"	"-2492"	"8767"	"-20868"	"-1.489"	"0.994"	"-16.666"
"1740471292000055"	" 10.07"	"2025/02/25 14;53;11"	"-132.812"	"-406.25"	"16039.1"	"-0.122"	"0"	"0"	"-2482"	"8759"	"-20860"	"-1.489"	"0.967"	"-16.661"
"1740471292000056"	" 10.07"	"2025/02/25 14;53;11"	"-171.875"	"-398.438"	"15953.1"	"0"	"-0.061"	"0"	"-2503"	"8767"	"-20807"	"-1.489"	"0.939"	"-16.655"
"1740471292000057"	" 10.07"	"2025/02/25 14;53;11"	"-85.9375"	"-421.875"	"15968.8"	"0"	"0"	"0"	"-2487"	"8759"	"-20811"	"-1.494"	"0.912"	"-16.644"
"1740471292000058"	" 10.07"	"2025/02/25 14;53;11"	"-109.375"	"-414.062"	"16023.4"	"-0.061"	"0"	"0"	"-2487"	"8762"	"-20824"	"-1.494"	"0.89"	"-16.639"
"1740471292000059"	" 10.07"	"2025/02/25 14;53;11"	"-156.25"	"-421.875"	"15984.4"	"-0.183"	"0"	"0"	"-2483"	"8761"	"-20812"	"-1.494"	"0.868"	"-16.633"
"1740471292000060"	" 10.07"	"2025/02/25 14;53;11"	"-156.25"	"-382.812"	"16007.8"	"-0.061"	"-0.061"	"0"	"-2489"	"8767"	"-20855"	"-1.5"	"0.846"	"-16.628"
"1740471292000061"	" 10.07"	"2025/02/25 14;53;11"	"-140.625"	"-414.062"	"15968.8"	"0"	"-0.061"	"0"	"-2494"	"8759"	"-20858"	"-1.5"	"0.829"	"-16.628"
"1740471292000062"	" 10.07"	"2025/02/25 14;53;11"	"-148.438"	"-406.25"	"15984.4"	"0"	"0"	"0"	"-2478"	"8755"	"-20919"	"-1.5"	"0.807"	"-16.622"
"1740471292000063"	" 10.07"	"2025/02/25 14;53;12"	"-125"	"-414.062"	"16031.2"	"0.061"	"0"	"0"	"-2489"	"8764"	"-20903"	"-1.5"	"0.791"	"-16.617"
"1740471292000064"	" 10.07"	"2025/02/25 14;53;12"	"-140.625"	"-429.688"	"16023.4"	"0"	"0"	"0"	"-2500"	"8773"	"-20907"	"-1.505"	"0.775"	"-16.611"
"1740471292000065"	" 10.07"	"2025/02/25 14;53;12"	"-156.25"	"-437.5"	"16007.8"	"-0.122"	"-0.061"	"0"	"-2483"	"8755"	"-20812"	"-1.505"	"0.764"	"-16.611"
"1740471292000066"	" 10.07"	"2025/02/25 14;53;12"	"-156.25"	"-390.625"	"15953.1"	"-0.122"	"-0.122"	"0"	"-2507"	"8773"	"-20847"	"-1.505"	"0.747"	"-16.606"
"1740471292000067"	" 10.07"	"2025/02/25 14;53;12"	"-171.875"	"-421.875"	"16015.6"	"-0.122"	"-0.061"	"0"	"-2482"	"8785"	"-20906"	"-1.505"	"0.731"	"-16.6"
"1740471292000068"	" 10.07"	"2025/02/25 14;53;12"	"-164.062"	"-367.188"	"16023.4"	"0"	"0"	"0"	"-2494"	"8775"	"-20859"	"-1.505"	"0.72"	"-16.6"
"1740471292000069"	" 10.07"	"2025/02/25 14;53;12"	"-156.25"	"-414.062"	"16000"	"0.061"	"0.061"	"0"	"-2507"	"8772"	"-20896"	"-1.505"	"0.709"	"-16.595"
"1740471292000070"	" 10.07"	"2025/02/25 14;53;12"	"-85.9375"	"-406.25"	"16007.8"	"0"	"0"	"0"	"-2488"	"8769"	"-20883"	"-1.505"	"0.698"	"-16.595"
"1740471292000071"	" 10.07"	"2025/02/25 14;53;12"	"-203.125"	"-429.688"	"16000"	"0"	"-0.061"	"0"	"-2498"	"8771"	"-20920"	"-1.511"	"0.687"	"-16.589"
"1740471292000072"	" 10.07"	"2025/02/25 14;53;12"	"-164.062"	"-406.25"	"16007.8"	"-0.061"	"0"	"0"	"-2495"	"8778"	"-20876"	"-1.511"	"0.676"	"-16.589"
"1740471292000073"	" 10.07"	"2025/02/25 14;53;13"	"-218.75"	"-414.062"	"16015.6"	"0"	"0"	"0"	"-2497"	"8777"	"-20768"	"-1.511"	"0.665"	"-16.584"
"1740471292000074"	" 10.07"	"2025/02/25 14;53;13"	"-156.25"	"-414.062"	"15953.1"	"0"	"0"	"0"	"-2485"	"8751"	"-20797"	"-1.511"	"0.659"	"-16.584"
"1740471292000075"	" 10.07"	"2025/02/25 14;53;13"	"-171.875"	"-437.5"	"16031.2"	"-0.122"	"-0.122"	"0"	"-2490"	"8767"	"-20883"	"-1.511"	"0.648"	"-16.584"
"1740471292000076"	" 10.07"	"2025/02/25 14;53;13"	"-117.188"	"-414.062"	"16015.6"	"-0.122"	"0"	"0"	"-2485"	"8757"	"-20928"	"-1.511"	"0.643"	"-16.578"
"1740471292000077"	" 10.10"	"2025/02/25 14;53;13"	"-156.25"	"-468.75"	"16015.6"	"-0.061"	"0"	"0"	"-2495"	"8771"	"-20907"	"-1.511"	"0.637"	"-16.578"
"1740471292000078"	" 10.10"	"2025/02/25 14;53;13"	"-125"	"-437.5"	"16015.6"	"0"	"0"	"0"	"-2481"	"8764"	"-20851"	"-1.511"	"0.632"	"-16.578"
"1740471292000079"	" 10.10"	"2025/02/25 14;53;13"	"-117.188"	"-406.25"	"15992.2"	"0"	"0"	"0"	"-2500"	"8756"	"-20948"	"-1.511"	"0.626"	"-16.573"
"1740471292000080"	" 10.10"	"2025/02/25 14;53;13"	"-156.25"	"-421.875"	"16015.6"	"0"	"0"	"0"	"-2502"	"8779"	"-20910"	"-1.505"	"0.615"	"-16.573"
"1740471292000081"	" 10.10"	"2025/02/25 14;53;13"	"-195.312"	"-429.688"	"15976.6"	"0"	"0"	"0"	"-2500"	"8767"	"-20920"	"-1.505"	"0.61"	"-16.573"
"1740471292000082"	" 10.10"	"2025/02/25 14;53;13"	"-164.062"	"-414.062"	"16015.6"	"0"	"0"	"0"	"-2483"	"8767"	"-20891"	"-1.505"	"0.61"	"-16.573"
"1740471292000083"	" 10.10"	"2025/02/25 14;53;14"	"-109.375"	"-414.062"	"15992.2"	"0"	"0"	"0"	"-2489"	"8769"	"-20886"	"-1.505"	"0.604"	"-16.567"
"1740471292000084"	" 10.10"	"2025/02/25 14;53;14"	"-179.688"	"-421.875"	"16007.8"	"0"	"0"	"0"	"-2494"	"8767"	"-20940"	"-1.5"	"0.599"	"-16.567"
"1740471292000085"	" 10.10"	"2025/02/25 14;53;14"	"-164.062"	"-414.062"	"15976.6"	"0"	"0"	"0"	"-2494"	"8772"	"-20958"	"-1.5"	"0.593"	"-16.567"
"1740471292000086"	" 10.10"	"2025/02/25 14;53;14"	"-117.188"	"-359.375"	"16000"	"0"	"0"	"0"	"-2501"	"8765"	"-20935"	"-1.5"	"0.588"	"-16.567"
"1740471292000087"	" 10.10"	"2025/02/25 14;53;14"	"-171.875"	"-429.688"	"16015.6"	"0"	"0"	"0"	"-2492"	"8765"	"-20931"	"-1.5"	"0.588"	"-16.562"
"1740471292000088"	" 10.06"	"2025/02/25 14;53;14"	"-171.875"	"-421.875"	"15953.1"	"0"	"0"	"0"	"-2491"	"8762"	"-20937"	"-1.5"	"0.582"	"-16.562"
"1740471292000089"	" 10.06"	"2025/02/25 14;53;14"	"-148.438"	"-421.875"	"16000"	"0"	"0"	"0"	"-2496"	"8761"	"-20906"	"-1.5"	"0.577"	"-16.562"
"1740471292000090"	" 10.06"	"2025/02/25 14;53;14"	"-148.438"	"-429.688"	"16007.8"	"0"	"0"	"0"	"-2496"	"8779"	"-20895"	"-1.5"	"0.577"	"-16.562"
"1740471292000091"	" 10.06"	"2025/02/25 14;53;14"	"-101.562"	"-429.688"	"15992.2"	"0"	"0"	"0"	"-2495"	"8777"	"-20906"	"-1.5"	"0.571"	"-16.562"
"1740471292000092"	" 10.06"	"2025/02/25 14;53;14"	"-164.062"	"-398.438"	"16015.6"	"0"	"0"	"0"	"-2489"	"8761"	"-20984"	"-1.494"	"0.571"	"-16.562"
"1740471292000093"	" 10.06"	"2025/02/25 14;53;15"	"-242.188"	"-414.062"	"16015.6"	"0"	"0"	"0"	"-2495"	"8772"	"-20914"	"-1.494"	"0.566"	"-16.562"
"1740471295000001"	"      "	"2025/02/25 14;53;23"	"-164.062"	"-382.812"	"16039.1"	"0"	"0"	"0"	"-2487"	"8768"	"-20915"	"-1.478"	"0.533"	"-16.551"
"1740471295000002"	"      "	"2025/02/25 14;53;23"	"-195.312"	"-382.812"	"15960.9"	"0"	"0"	"0"	"-2486"	"8761"	"-20928"	"-1.478"	"0.533"	"-16.551"
"1740471295000003"	"      "	"2025/02/25 14;53;23"	"-140.625"	"-406.25"	"15968.8"	"0"	"0"	"0"	"-2486"	"8766"	"-20877"	"-1.478"	"0.533"	"-16.551"
"1740471295000004"	"      "	"2025/02/25 14;53;23"	"-156.25"	"-445.312"	"15992.2"	"0"	"0"	"0"	"-2494"	"8782"	"-20924"	"-1.478"	"0.533"	"-16.551"
"1740471295000005"	"      "	"2025/02/25 14;53;23"	"-148.438"	"-429.688"	"15992.2"	"0"	"0"	"0"	"-2489"	"8769"	"-20898"	"-1.478"	"0.533"	"-16.551"
"1740471295000006"	"      "	"2025/02/25 14;53;23"	"-164.062"	"-421.875"	"16007.8"	"0"	"0"	"0"	"-2504"	"8779"	"-20943"	"-1.478"	"0.527"	"-16.551"
"1740471295000007"	"      "	"2025/02/25 14;53;23"	"-148.438"	"-421.875"	"16015.6"	"0"	"0"	"0"	"-2499"	"8776"	"-20898"	"-1.478"	"0.527"	"-16.551"
"1740471295000008"	"      "	"2025/02/25 14;53;24"	"-85.9375"	"-445.312"	"15984.4"	"0"	"0"	"0"	"-2498"	"8769"	"-20935"	"-1.478"	"0.527"	"-16.551"
"1740471295000009"	"      "	"2025/02/25 14;53;24"	"-210.938"	"-382.812"	"16039.1"	"0"	"0"	"0"	"-2494"	"8775"	"-20897"	"-1.478"	"0.527"	"-16.551"
"1740471295000010"	"      "	"2025/02/25 14;53;24"	"-132.812"	"-414.062"	"16015.6"	"0"	"0"	"0"	"-2491"	"8772"	"-20877"	"-1.478"	"0.527"	"-16.551"
"1740471295000011"	"  9.83"	"2025/02/25 14;53;24"	"-171.875"	"-375"	"16023.4"	"0"	"0"	"0"	"-2493"	"8768"	"-20778"	"-1.483"	"0.527"	"-16.551"
"1740471295000012"	"  9.83"	"2025/02/25 14;53;24"	"-148.438"	"-375"	"16015.6"	"0"	"0"	"0"	"-2502"	"8769"	"-20856"	"-1.483"	"0.527"	"-16.551"
"1740471295000013"	"  9.83"	"2025/02/25 14;53;24"	"-132.812"	"-406.25"	"15976.6"	"0"	"0"	"0"	"-2497"	"8773"	"-20841"	"-1.483"	"0.527"	"-16.551"
"1740471295000014"	"  9.83"	"2025/02/25 14;53;24"	"-132.812"	"-390.625"	"15960.9"	"0"	"0"	"0"	"-2487"	"8762"	"-20876"	"-1.478"	"0.522"	"-16.551"
"1740471295000015"	"  9.83"	"2025/02/25 14;53;24"	"-171.875"	"-406.25"	"16007.8"	"0"	"0"	"0"	"-2495"	"8778"	"-20914"	"-1.478"	"0.522"	"-16.551"
"1740471295000016"	"  9.83"	"2025/02/25 14;53;24"	"-125"	"-429.688"	"16039.1"	"0"	"0"	"0"	"-2485"	"8779"	"-20964"	"-1.478"	"0.527"	"-16.551"
"1740471295000017"	"  9.83"	"2025/02/25 14;53;24"	"-164.062"	"-414.062"	"15992.2"	"0"	"0"	"0"	"-2485"	"8775"	"-20968"	"-1.478"	"0.527"	"-16.551"
"1740471295000018"	"  9.83"	"2025/02/25 14;53;25"	"-148.438"	"-437.5"	"15992.2"	"0"	"0"	"0"	"-2486"	"8765"	"-20962"	"-1.478"	"0.527"	"-16.551"
"1740471295000019"	"  9.83"	"2025/02/25 14;53;25"	"-179.688"	"-390.625"	"16023.4"	"0"	"0"	"0"	"-2501"	"8754"	"-20894"	"-1.478"	"0.522"	"-16.551"
"1740471295000020"	"  9.83"	"2025/02/25 14;53;25"	"-125"	"-406.25"	"16000"	"0"	"0"	"0"	"-2485"	"8759"	"-20835"	"-1.478"	"0.522"	"-16.551"
"1740471295000021"	"  9.83"	"2025/02/25 14;53;25"	"-148.438"	"-414.062"	"15992.2"	"0"	"0"	"0"	"-2502"	"8761"	"-20886"	"-1.478"	"0.522"	"-16.551"
"1740471295000022"	" 10.09"	"2025/02/25 14;53;25"	"-164.062"	"-367.188"	"15984.4"	"0"	"0"	"0"	"-2498"	"8776"	"-20908"	"-1.478"	"0.522"	"-16.551"
"1740471295000023"	" 10.09"	"2025/02/25 14;53;25"	"-148.438"	"-390.625"	"16023.4"	"0"	"0"	"0"	"-2492"	"8762"	"-20870"	"-1.478"	"0.522"	"-16.551"
"1740471295000024"	" 10.09"	"2025/02/25 14;53;25"	"-93.75"	"-390.625"	"15992.2"	"0"	"0"	"0"	"-2490"	"8760"	"-20901"	"-1.478"	"0.522"	"-16.551"
"1740471295000025"	" 10.09"	"2025/02/25 14;53;25"	"-140.625"	"-398.438"	"16015.6"	"0"	"0"	"0"	"-2499"	"8757"	"-20881"	"-1.478"	"0.516"	"-16.551"
"1740471295000026"	" 10.09"	"2025/02/25 14;53;25"	"-132.812"	"-406.25"	"16023.4"	"0"	"0"	"0"	"-2492"	"8767"	"-20879"	"-1.478"	"0.516"	"-16.551"
"1740471295000027"	" 10.09"	"2025/02/25 14;53;25"	"-140.625"	"-390.625"	"15984.4"	"0"	"0"	"0"	"-2487"	"8756"	"-20953"	"-1.478"	"0.516"	"-16.551"
"1740471295000028"	" 10.09"	"2025/02/25 14;53;26"	"-187.5"	"-468.75"	"15953.1"	"0"	"0"	"0"	"-2491"	"8770"	"-20883"	"-1.478"	"0.516"	"-16.551"
"1740471295000029"	" 10.09"	"2025/02/25 14;53;26"	"-171.875"	"-429.688"	"15968.8"	"0"	"0"	"0"	"-2497"	"8778"	"-20940"	"-1.478"	"0.516"	"-16.551"
"1740471295000030"	" 10.09"	"2025/02/25 14;53;26"	"-109.375"	"-382.812"	"16023.4"	"0"	"0"	"0"	"-2489"	"8770"	"-20943"	"-1.478"	"0.516"	"-16.551"
"1740471295000031"	" 10.09"	"2025/02/25 14;53;26"	"-117.188"	"-421.875"	"16007.8"	"0"	"0"	"0"	"-2489"	"8768"	"-20936"	"-1.478"	"0.516"	"-16.551"
"1740471295000032"	" 10.09"	"2025/02/25 14;53;26"	"-101.562"	"-429.688"	"16007.8"	"0"	"0"	"0"	"-2481"	"8773"	"-20919"	"-1.478"	"0.516"	"-16.551"
"1740471295000033"	" 10.07"	"2025/02/25 14;53;26"	"-132.812"	"-398.438"	"16000"	"0"	"0"	"0"	"-2499"	"8770"	"-20960"	"-1.483"	"0.516"	"-16.551"
"1740471295000034"	" 10.07"	"2025/02/25 14;53;26"	"-140.625"	"-421.875"	"16007.8"	"0"	"0"	"0"	"-2485"	"8776"	"-20942"	"-1.478"	"0.522"	"-16.551"
"1740471295000035"	" 10.07"	"2025/02/25 14;53;26"	"-101.562"	"-398.438"	"15976.6"	"0"	"0"	"0"	"-2493"	"8771"	"-20904"	"-1.478"	"0.522"	"-16.551"
"1740471295000036"	" 10.07"	"2025/02/25 14;53;26"	"-101.562"	"-414.062"	"16007.8"	"0"	"0"	"0"	"-2492"	"8771"	"-20910"	"-1.478"	"0.522"	"-16.551"
"1740471295000037"	" 10.07"	"2025/02/25 14;53;26"	"-125"	"-382.812"	"16015.6"	"-0.122"	"1.465"	"0"	"-2499"	"8780"	"-20922"	"-1.45"	"0.472"	"-16.545"
"1740471295000038"	" 10.07"	"2025/02/25 14;53;27"	"-70.3125"	"-93.75"	"16570.3"	"2.686"	"9.644"	"-5.554"	"-2477"	"8782"	"-20986"	"-1.533"	"0.873"	"-16.567"
"1740471295000039"	" 10.07"	"2025/02/25 14;53;27"	"-1562.5"	"-507.812"	"16093.8"	"1.343"	"41.443"	"-2.136"	"-2213"	"8741"	"-21222"	"-0.868"	"5.889"	"-17.331"
"1740471295000040"	" 10.07"	"2025/02/25 14;53;27"	"-3210.94"	"-320.312"	"16023.4"	"-0.366"	"85.266"	"1.892"	"-1651"	"8728"	"-21608"	"-0.917"	"12.145"	"-17.43"
"1740471295000041"	" 10.07"	"2025/02/25 14;53;27"	"-5851.56"	"-31.25"	"14890.6"	"-1.282"	"92.896"	"4.272"	"-702"	"8775"	"-21971"	"-0.956"	"20.984"	"-17.287"
"1740471295000042"	" 10.07"	"2025/02/25 14;53;27"	"-7960.94"	"-93.75"	"13554.7"	"4.028"	"62.805"	"-5.554"	"328"	"8856"	"-22120"	"-1.478"	"28.339"	"-17.534"
"1740471295000043"	" 10.07"	"2025/02/25 14;53;27"	"-9117.19"	"-46.875"	"12820.3"	"2.686"	"37.72"	"-1.587"	"1075"	"8889"	"-22070"	"-1.472"	"33.206"	"-17.765"
"1740471295000044"	" 10.06"	"2025/02/25 14;53;27"	"-9671.88"	"-742.188"	"12890.6"	"-3.54"	"27.222"	"5.31"	"1523"	"8896"	"-21985"	"-1.45"	"36.134"	"-18.045"
"1740471295000045"	" 10.06"	"2025/02/25 14;53;27"	"-10289.1"	"-312.5"	"12156.2"	"0"	"21.606"	"0.427"	"1855"	"8924"	"-21897"	"-1.483"	"38.156"	"-17.15"
"1740471295000046"	" 10.06"	"2025/02/25 14;53;27"	"-10695.3"	"-148.438"	"11835.9"	"-0.488"	"22.278"	"1.038"	"2094"	"8940"	"-21834"	"-1.478"	"40.232"	"-17.227"
"1740471295000047"	" 10.06"	"2025/02/25 14;53;27"	"-11328.1"	"273.438"	"10601.6"	"-0.183"	"23.071"	"0.61"	"2360"	"8941"	"-21695"	"-1.45"	"43.044"	"-17.271"
"1740471295000048"	" 10.06"	"2025/02/25 14;53;28"	"-11859.4"	"-421.875"	"10304.7"	"0"	"19.592"	"0.549"	"2617"	"8947"	"-21540"	"-1.406"	"45.807"	"-17.584"
"1740471295000049"	" 10.06"	"2025/02/25 14;53;28"	"-11984.4"	"-210.938"	"10367.2"	"0.427"	"-14.587"	"-0.671"	"2763"	"8919"	"-21490"	"-1.373"	"45.989"	"-18.056"
"1740471295000050"	" 10.06"	"2025/02/25 14;53;28"	"-12093.8"	"-390.625"	"9984.38"	"8.118"	"-53.65"	"-9.521"	"2608"	"8910"	"-21603"	"-1.362"	"43.017"	"-18.517"
"1740471295000051"	" 10.06"	"2025/02/25 14;53;28"	"-9320.31"	"-484.375"	"12179.7"	"-10.254"	"-99.854"	"10.376"	"1935"	"8886"	"-21908"	"-1.434"	"34.711"	"-18.484"
"1740471295000052"	" 10.06"	"2025/02/25 14;53;28"	"-5757.81"	"-546.875"	"15414.1"	"13.306"	"-139.526"	"-0.916"	"796"	"8855"	"-22136"	"-1.099"	"23.78"	"-18.386"
"1740471295000053"	" 10.06"	"2025/02/25 14;53;28"	"-2593.75"	"-296.875"	"16312.5"	"1.16"	"-137.268"	"-2.502"	"-714"	"8737"	"-22019"	"-0.945"	"11.426"	"-18.402"
"1740471295000054"	" 10.06"	"2025/02/25 14;53;28"	"-515.625"	"-484.375"	"16031.2"	"-1.526"	"-57.617"	"-1.16"	"-2059"	"8659"	"-21426"	"-1.324"	"2.791"	"-17.853"
"1740471295000055"	" 10.02"	"2025/02/25 14;53;28"	"-226.562"	"-398.438"	"15960.9"	"0.244"	"-0.854"	"-0.183"	"-2597"	"8681"	"-21040"	"-1.434"	"1.511"	"-17.732"
"1740471295000056"	" 10.02"	"2025/02/25 14;53;28"	"-78.125"	"70.3125"	"17296.9"	"-3.54"	"10.498"	"0.916"	"-2696"	"8677"	"-20961"	"-1.478"	"1.538"	"-17.71"
"1740471295000057"	" 10.02"	"2025/02/25 14;53;28"	"-179.688"	"-375"	"15906.2"	"-0.122"	"0"	"0"	"-2714"	"8667"	"-20944"	"-1.472"	"1.401"	"-17.688"
"1740471295000058"	" 10.02"	"2025/02/25 14;53;29"	"-125"	"-429.688"	"16031.2"	"-0.183"	"0.366"	"0"	"-2704"	"8657"	"-20946"	"-1.461"	"1.346"	"-17.672"
"1740471295000059"	" 10.02"	"2025/02/25 14;53;29"	"-156.25"	"-398.438"	"16062.5"	"0"	"-0.305"	"0.122"	"-2711"	"8658"	"-20913"	"-1.467"	"1.302"	"-17.65"
"1740471295000060"	" 10.02"	"2025/02/25 14;53;29"	"-93.75"	"-421.875"	"16023.4"	"0.122"	"-0.122"	"0.061"	"-2707"	"8665"	"-20907"	"-1.461"	"1.258"	"-17.633"
"1740471295000061"	" 10.02"	"2025/02/25 14;53;29"	"-164.062"	"-398.438"	"15992.2"	"-0.061"	"0.122"	"0.061"	"-2711"	"8651"	"-20925"	"-1.461"	"1.219"	"-17.617"
"1740471295000062"	" 10.02"	"2025/02/25 14;53;29"	"-109.375"	"-421.875"	"16039.1"	"0"	"-0.061"	"0"	"-2716"	"8665"	"-20954"	"-1.461"	"1.176"	"-17.6"
"1740471295000063"	" 10.02"	"2025/02/25 14;53;29"	"-125"	"-421.875"	"16000"	"0"	"0"	"0"	"-2706"	"8666"	"-20942"	"-1.461"	"1.137"	"-17.584"
"1740471295000064"	" 10.02"	"2025/02/25 14;53;29"	"-171.875"	"-437.5"	"15960.9"	"0"	"-0.122"	"0"	"-2718"	"8668"	"-20929"	"-1.456"	"1.099"	"-17.573"
"1740471295000065"	" 10.02"	"2025/02/25 14;53;29"	"-125"	"-375"	"15976.6"	"0"	"0.061"	"0"	"-2707"	"8662"	"-20927"	"-1.461"	"1.066"	"-17.562"
"1740471295000066"	" 10.09"	"2025/02/25 14;53;29"	"-132.812"	"-414.062"	"16031.2"	"0.061"	"0"	"0"	"-2714"	"8670"	"-20916"	"-1.456"	"1.033"	"-17.551"
"1740471295000067"	" 10.09"	"2025/02/25 14;53;29"	"-156.25"	"-453.125"	"16031.2"	"0.061"	"0"	"0"	"-2720"	"8662"	"-20944"	"-1.456"	"1.005"	"-17.54"
"1740471295000068"	" 10.09"	"2025/02/25 14;53;29"	"-171.875"	"-437.5"	"16000"	"-0.061"	"0"	"0"	"-2715"	"8665"	"-20945"	"-1.456"	"0.978"	"-17.529"
"1740471295000069"	" 10.09"	"2025/02/25 14;53;30"	"-156.25"	"-453.125"	"16289.1"	"-0.183"	"0.244"	"0"	"-2719"	"8665"	"-20934"	"-1.461"	"0.95"	"-17.518"
"1740471295000070"	" 10.09"	"2025/02/25 14;53;30"	"-156.25"	"-398.438"	"16046.9"	"0.122"	"-0.183"	"0"	"-2717"	"8671"	"-20935"	"-1.456"	"0.928"	"-17.507"
"1740471295000071"	" 10.09"	"2025/02/25 14;53;30"	"-132.812"	"-421.875"	"16007.8"	"0"	"0"	"0"	"-2710"	"8652"	"-20898"	"-1.461"	"0.906"	"-17.501"
"1740471295000072"	" 10.09"	"2025/02/25 14;53;30"	"-117.188"	"-414.062"	"16000"	"0"	"0"	"0"	"-2714"	"8647"	"-20923"	"-1.461"	"0.884"	"-17.49"
"1740471295000073"	" 10.09"	"2025/02/25 14;53;30"	"-148.438"	"-445.312"	"16000"	"-0.122"	"0.061"	"0"	"-2707"	"8642"	"-20951"	"-1.456"	"0.862"	"-17.485"
"1740471295000074"	" 10.09"	"2025/02/25 14;53;30"	"-125"	"-414.062"	"16015.6"	"0.061"	"-0.122"	"0"	"-2709"	"8655"	"-20945"	"-1.456"	"0.846"	"-17.474"
"1740471295000075"	" 10.09"	"2025/02/25 14;53;30"	"-148.438"	"-375"	"15984.4"	"-0.061"	"0"	"0"	"-2694"	"8661"	"-20912"	"-1.456"	"0.824"	"-17.468"
"1740471295000076"	" 10.09"	"2025/02/25 14;53;30"	"-125"	"-398.438"	"16054.7"	"0.122"	"-0.061"	"0"	"-2715"	"8668"	"-20960"	"-1.456"	"0.807"	"-17.463"
"1740471295000077"	" 10.07"	"2025/02/25 14;53;30"	"-93.75"	"-390.625"	"15984.4"	"0.122"	"0"	"0"	"-2717"	"8659"	"-20976"	"-1.456"	"0.786"	"-17.457"
"1740471295000078"	" 10.07"	"2025/02/25 14;53;30"	"-187.5"	"-406.25"	"16023.4"	"0.061"	"0"	"0"	"-2708"	"8667"	"-20951"	"-1.456"	"0.769"	"-17.452"
"1740471295000079"	" 10.07"	"2025/02/25 14;53;31"	"-210.938"	"-398.438"	"16007.8"	"0"	"-0.122"	"0"	"-2715"	"8661"	"-20948"	"-1.456"	"0.753"	"-17.446"
"1740471295000080"	" 10.07"	"2025/02/25 14;53;31"	"-148.438"	"-414.062"	"16015.6"	"0"	"0"	"0"	"-2705"	"8662"	"-20926"	"-1.456"	"0.736"	"-17.441"
"1740471295000081"	" 10.07"	"2025/02/25 14;53;31"	"-187.5"	"-382.812"	"16000"	"0"	"0"	"0"	"-2707"	"8659"	"-20956"	"-1.456"	"0.725"	"-17.435"
"1740471295000082"	" 10.07"	"2025/02/25 14;53;31"	"-125"	"-429.688"	"16007.8"	"0.122"	"0"	"0"	"-2703"	"8680"	"-20935"	"-1.456"	"0.709"	"-17.43"
"1740471295000083"	" 10.07"	"2025/02/25 14;53;31"	"-140.625"	"-406.25"	"16039.1"	"0.061"	"-0.061"	"0"	"-2707"	"8669"	"-20921"	"-1.45"	"0.698"	"-17.424"
"1740471295000084"	" 10.07"	"2025/02/25 14;53;31"	"-140.625"	"-390.625"	"16015.6"	"0.061"	"-0.061"	"0"	"-2714"	"8671"	"-20977"	"-1.45"	"0.687"	"-17.424"
"1740471295000085"	" 10.07"	"2025/02/25 14;53;31"	"-148.438"	"-437.5"	"15992.2"	"0"	"0.061"	"0"	"-2710"	"8680"	"-20894"	"-1.456"	"0.676"	"-17.419"
"1740471295000086"	" 10.07"	"2025/02/25 14;53;31"	"-109.375"	"-382.812"	"16015.6"	"0.061"	"0.061"	"0"	"-2721"	"8662"	"-20927"	"-1.45"	"0.67"	"-17.413"
"1740471295000087"	" 10.07"	"2025/02/25 14;53;31"	"-156.25"	"-414.062"	"15984.4"	"0"	"-0.061"	"0"	"-2699"	"8662"	"-20958"	"-1.45"	"0.659"	"-17.413"
"1740471295000088"	" 10.03"	"2025/02/25 14;53;31"	"-179.688"	"-406.25"	"16015.6"	"0"	"0.061"	"0"	"-2708"	"8654"	"-20961"	"-1.45"	"0.648"	"-17.408"
