x,y,z
376.09,15.753,12.173
300.09,-36.247,3.1733
278.09,-7.2467,-37.827
194.09,-36.247,-43.827
146.09,-69.247,-31.827
75.087,-24.247,-39.827
15.087,-6.2467,-5.8267
7.0867,-47.247,-7.8267
-46.913,11.753,72.173
-157.91,62.753,46.173
-153.91,105.75,19.173
-153.91,138.75,31.173
-162.91,201.75,-16.827
-176.91,182.75,15.173
-128.91,166.75,7.1733
-182.91,91.753,1.1733
-286.91,-9.2467,-9.8267
-208.91,-39.247,9.1733
-218.91,-89.247,33.173
-238.91,-120.25,35.173
-334.91,-197.25,58.173
-273.91,-193.25,50.173
-309.91,-179.25,55.173
-91.913,-154.25,37.173
114.09,-187.25,-1.8267
211.09,-138.25,0.17333
273.09,-93.247,24.173
314.09,-84.247,52.173
379.09,-50.247,59.173
385.09,-37.247,54.173
461.09,-58.247,11.173
297.09,18.753,2.1733
268.09,90.753,-1.8267
225.09,63.753,24.173
145.09,41.753,8.1733
135.09,35.753,-8.8267
149.09,34.753,-5.8267
165.09,5.7533,-37.827
120.09,12.753,-1.8267
248.09,-49.247,24.173
258.09,-54.247,39.173
220.09,-50.247,-2.8267
192.09,-59.247,26.173
163.09,-57.247,8.1733
155.09,-29.247,-22.827
276.09,-59.247,-10.827
262.09,-73.247,-28.827
251.09,-66.247,-43.827
232.09,-88.247,-5.8267
153.09,-107.25,-14.827
40.087,-93.247,-62.827
-27.913,-99.247,-69.827
-77.913,-112.25,-25.827
-263.91,-53.247,15.173
-259.91,-13.247,26.173
-312.91,-35.247,23.173
-328.91,-24.247,-3.8267
-245.91,-20.247,10.173
-165.91,-56.247,33.173
-25.913,-98.247,71.173
76.087,-104.25,18.173
112.09,-86.247,10.173
192.09,-154.25,-6.8267
186.09,-116.25,-2.8267
216.09,-115.25,-4.8267
296.09,-100.25,-20.827
290.09,-107.25,8.1733
112.09,-40.247,-23.827
38.087,-72.247,39.173
4.0867,-44.247,19.173
52.087,7.7533,4.1733
50.087,4.7533,0.17333
