x,y,z
673.23,-8.1533,-4.78
668.23,-8.1533,11.22
660.23,-10.153,31.22
661.23,-10.153,20.22
659.23,-4.1533,12.22
658.23,0.84667,10.22
663.23,-6.1533,1.22
656.23,-15.153,6.22
661.23,-5.1533,5.22
664.23,0.84667,-5.78
670.23,-7.1533,-26.78
679.23,-13.153,-16.78
694.23,-15.153,3.22
701.23,-5.1533,-12.78
698.23,1.8467,-17.78
686.23,3.8467,-4.78
679.23,-7.1533,-47.78
671.23,-2.1533,-43.78
663.23,7.8467,-67.78
649.23,8.8467,-72.78
623.23,16.847,-93.78
617.23,8.8467,-80.78
609.23,6.8467,-86.78
626.23,7.8467,-115.78
633.23,6.8467,-72.78
635.23,7.8467,-69.78
650.23,8.8467,-38.78
666.23,8.8467,-37.78
670.23,-3.1533,-28.78
670.23,-3.1533,-27.78
679.23,-6.1533,-4.78
678.23,-10.153,6.22
669.23,-33.153,5.22
667.23,-50.153,-34.78
654.23,-56.153,-49.78
642.23,-47.153,-59.78
650.23,-43.153,-63.78
647.23,-42.153,-76.78
652.23,-42.153,-64.78
647.23,-40.153,-79.78
655.23,-10.153,-77.78
658.23,34.847,-52.78
666.23,42.847,-34.78
660.23,31.847,-41.78
655.23,39.847,-38.78
667.23,35.847,-40.78
660.23,45.847,-53.78
665.23,49.847,-37.78
673.23,71.847,-50.78
672.23,30.847,-55.78
671.23,25.847,-109.78
668.23,43.847,-121.78
674.23,39.847,-129.78
661.23,30.847,-125.78
668.23,23.847,-120.78
665.23,-4.1533,-134.78
666.23,-42.153,-156.78
668.23,-33.153,-151.78
668.23,-25.153,-96.78
674.23,-34.153,-74.78
669.23,-41.153,-96.78
666.23,-37.153,-60.78
661.23,-39.153,-88.78
656.23,-12.153,-51.78
658.23,-4.1533,-39.78
657.23,-12.153,-21.78
652.23,-14.153,-20.78
659.23,-17.153,-11.78
663.23,-7.1533,8.22
674.23,0.84667,-8.78
668.23,4.8467,-9.78
666.23,1.8467,-26.78
660.23,5.8467,-10.78
659.23,17.847,-21.78
663.23,14.847,-41.78
696.23,29.847,-88.78
702.23,23.847,-104.78
689.23,23.847,-107.78
691.23,23.847,-89.78
700.23,22.847,-91.78
691.23,18.847,-91.78
690.23,11.847,-96.78
693.23,8.8467,-79.78
667.23,-3.1533,-34.78
651.23,-4.1533,-18.78
660.23,-5.1533,-17.78
669.23,-2.1533,-10.78
665.23,-0.15333,-27.78
673.23,4.8467,-32.78
681.23,3.8467,-58.78
667.23,11.847,-44.78
665.23,12.847,-60.78
684.23,17.847,-56.78
681.23,14.847,-71.78
666.23,11.847,-72.78
664.23,20.847,-57.78
657.23,48.847,-40.78
649.23,54.847,-37.78
655.23,55.847,-54.78
641.23,48.847,-21.78
627.23,37.847,-12.78
627.23,57.847,-12.78
633.23,63.847,-26.78
646.23,44.847,-4.78
641.23,8.8467,-31.78
651.23,7.8467,3.22
650.23,-1.1533,9.22
656.23,1.8467,-8.78
655.23,15.847,-9.78
647.23,-12.153,0.22
646.23,-25.153,7.22
647.23,-14.153,-25.78
643.23,-5.1533,1.22
639.23,-9.1533,-3.78
645.23,-8.1533,-12.78
644.23,2.8467,-15.78
636.23,-4.1533,-36.78
636.23,15.847,-68.78
643.23,20.847,-75.78
628.23,18.847,-59.78
648.23,16.847,-74.78
645.23,26.847,-77.78
649.23,16.847,-75.78
650.23,6.8467,-73.78
658.23,7.8467,-51.78
664.23,10.847,-25.78
665.23,3.8467,-17.78
637.23,6.8467,-38.78
630.23,30.847,-50.78
633.23,24.847,-51.78
634.23,43.847,-36.78
628.23,39.847,-45.78
626.23,52.847,-51.78
626.23,38.847,-50.78
623.23,49.847,-62.78
658.23,47.847,-42.78
649.23,30.847,-37.78
644.23,26.847,-44.78
641.23,14.847,-39.78
641.23,11.847,-26.78
647.23,-12.153,-30.78
649.23,-10.153,-33.78
651.23,-7.1533,-16.78
651.23,-4.1533,-19.78
660.23,-11.153,-12.78
666.23,-17.153,-8.78
658.23,-23.153,-32.78
664.23,-17.153,-48.78
664.23,2.8467,-41.78
664.23,7.8467,-30.78
655.23,-3.1533,-36.78
654.23,-12.153,-48.78
655.23,-10.153,-51.78
649.23,-11.153,-62.78
655.23,-5.1533,-50.78
654.23,0.84667,-41.78
655.23,0.84667,-39.78
667.23,-1.1533,-58.78
673.23,2.8467,-58.78
669.23,13.847,-49.78
665.23,12.847,-39.78
664.23,28.847,-15.78
666.23,34.847,-23.78
666.23,27.847,-24.78
656.23,20.847,-14.78
654.23,15.847,10.22
663.23,21.847,18.22
666.23,11.847,32.22
663.23,3.8467,26.22
663.23,-1.1533,24.22
663.23,-6.1533,32.22
670.23,4.8467,40.22
675.23,6.8467,18.22
663.23,-0.15333,10.22
647.23,-4.1533,1.22
652.23,30.847,-21.78
657.23,49.847,-23.78
661.23,48.847,-29.78
658.23,48.847,-24.78
655.23,39.847,-17.78
663.23,40.847,-21.78
672.23,60.847,-25.78
681.23,51.847,-37.78
677.23,20.847,-28.78
672.23,16.847,-30.78
678.23,19.847,-31.78
675.23,18.847,-40.78
668.23,21.847,-54.78
662.23,12.847,-37.78
659.23,6.8467,-35.78
652.23,27.847,-19.78
648.23,24.847,-30.78
652.23,13.847,-12.78
