
50.000000,-726.562500,15843.750000,-2.384,0.505,-76.586 
-148.437500,-671.875000,16171.875000,-2.379,0.500,-76.586 
-31.250000,-617.187500,16125.000000,-2.379,0.500,-76.586 
-125.000000,-710.937500,15929.687500,-2.384,0.505,-76.586 
-250.000000,-750.000000,15890.625000,-2.384,0.505,-76.586 
-148.437500,-648.437500,15906.250000,-2.379,0.500,-76.586 
-109.375000,-617.187500,16195.312500,-2.373,0.500,-76.586 
-187.500000,-710.937500,15984.375000,-2.384,0.505,-76.586 
-132.812500,-750.000000,15804.687500,-2.384,0.505,-76.586 
-195.312500,-679.687500,15812.500000,-2.379,0.505,-76.586 
-132.812500,-632.812500,16281.250000,-2.379,0.500,-76.586 
-78.125000,-687.500000,15968.750000,-2.384,0.505,-76.586 
-132.812500,-632.812500,15617.187500,-2.384,0.505,-76.586 
-242.187500,-656.250000,16093.750000,-2.379,0.505,-76.586 
-140.625000,-625.000000,16234.375000,-2.379,0.500,-76.586 
-109.375000,-632.812500,15976.562500,-2.384,0.500,-76.586 
-273.437500,-734.375000,16046.875000,-2.390,0.505,-76.586 
-156.250000,-687.500000,15992.187500,-2.379,0.500,-76.586 
-62.500000,-656.250000,16140.625000,-2.379,0.500,-76.586 
-195.312500,-695.312500,16156.250000,-2.384,0.505,-76.586 
-148.437500,-750.000000,15812.500000,-2.390,0.505,-76.586 
-85.937500,-671.875000,15828.125000,-2.379,0.505,-76.586 
-156.250000,-632.812500,16343.750000,-2.373,0.505,-76.586 
-101.562500,-671.875000,16070.312500,-2.384,0.505,-76.586 
-156.250000,-773.437500,15773.437500,-2.390,0.505,-76.586 
-242.187500,-710.937500,15937.500000,-2.379,0.505,-76.586 
-101.562500,-679.687500,16250.000000,-2.373,0.500,-76.586 
-85.937500,-703.125000,15867.187500,-2.379,0.500,-76.586 
-281.250000,-710.937500,15851.562500,-2.384,0.505,-76.586 
-117.187500,-671.875000,16078.125000,-2.379,0.505,-76.586 
-70.312500,-648.437500,16164.062500,-2.373,0.505,-76.586 
-148.437500,-710.937500,16023.437500,-2.379,0.505,-76.586 
-226.562500,-757.812500,15742.187500,-2.384,0.505,-76.586 
-132.812500,-625.000000,15976.562500,-2.379,0.505,-76.586 
-117.187500,-617.187500,16195.312500,-2.373,0.505,-76.586 
-187.500000,-687.500000,16000.000000,-2.379,0.500,-76.586 
-195.312500,-695.312500,15750.000000,-2.384,0.500,-76.586 
-187.500000,-625.000000,16070.312500,-2.379,0.505,-76.586 
-171.875000,-609.375000,16406.250000,-2.368,0.500,-76.586 
-85.937500,-710.937500,15937.500000,-2.373,0.500,-76.586 
-250.000000,-710.937500,15812.500000,-2.379,0.505,-76.586 
-210.937500,-710.937500,16125.000000,-2.379,0.505,-76.586 
-31.250000,-640.625000,16125.000000,-2.368,0.500,-76.586 
-117.187500,-648.437500,15968.750000,-2.373,0.505,-76.586 
-242.187500,-687.500000,15890.625000,-2.379,0.505,-76.586 
-101.562500,-640.625000,15882.812500,-2.379,0.505,-76.586 
-156.250000,-570.312500,16179.687500,-2.368,0.500,-76.586 
-171.875000,-710.937500,16226.562500,-2.373,0.500,-76.586 
-125.000000,-718.750000,15671.875000,-2.379,0.500,-76.586 
-156.250000,-648.437500,15773.437500,-2.373,0.505,-76.586 
-195.312500,-640.625000,16382.812500,-2.368,0.500,-76.586 
-31.250000,-640.625000,15929.687500,-2.368,0.500,-76.586 
-195.312500,-671.875000,15656.250000,-2.379,0.500,-76.586 
-273.437500,-625.000000,15960.937500,-2.379,0.505,-76.586 
-93.750000,-593.750000,16218.750000,-2.368,0.500,-76.586 
-70.312500,-671.875000,16062.500000,-2.368,0.500,-76.586 
-281.250000,-710.937500,15859.375000,-2.379,0.505,-76.586 
-234.375000,-679.687500,15953.125000,-2.373,0.505,-76.586 
-101.562500,-562.500000,16093.750000,-2.362,0.505,-76.586 
-156.250000,-718.750000,16242.187500,-2.373,0.505,-76.586 
-242.187500,-726.562500,15750.000000,-2.379,0.505,-76.586 
-156.250000,-664.062500,15757.812500,-2.373,0.505,-76.586 
-156.250000,-632.812500,16210.937500,-2.368,0.505,-76.586 
-101.562500,-648.437500,16265.625000,-2.373,0.505,-76.586 
-148.437500,-718.750000,15726.562500,-2.379,0.505,-76.586 
-226.562500,-679.687500,15875.000000,-2.373,0.505,-76.586 
-140.625000,-640.625000,16250.000000,-2.368,0.500,-76.586 
-70.312500,-656.250000,16062.500000,-2.373,0.500,-76.586 
-203.125000,-679.687500,15835.937500,-2.379,0.505,-76.586 
-242.187500,-656.250000,15906.250000,-2.379,0.505,-76.586 
-70.312500,-593.750000,16054.687500,-2.368,0.500,-76.586 
-187.500000,-617.187500,16218.750000,-2.373,0.505,-76.586 
-250.000000,-718.750000,15992.187500,-2.379,0.505,-76.586 
-117.187500,-671.875000,15742.187500,-2.379,0.505,-76.586 
-234.375000,-609.375000,16078.125000,-2.368,0.505,-76.586 
-164.062500,-695.312500,16351.562500,-2.373,0.505,-76.586 
0.000000,-742.187500,15820.312500,-2.379,0.505,-76.586 
-242.187500,-710.937500,15664.062500,-2.379,0.511,-76.586 
-234.375000,-656.250000,16171.875000,-2.368,0.505,-76.586 
-39.062500,-656.250000,16148.437500,-2.373,0.505,-76.586 
-101.562500,-687.500000,15781.250000,-2.379,0.505,-76.586 
-328.125000,-726.562500,15851.562500,-2.373,0.511,-76.586 
-70.312500,-593.750000,16101.562500,-2.368,0.505,-76.586 
-78.125000,-632.812500,16164.062500,-2.368,0.505,-76.586 
-218.750000,-726.562500,15984.375000,-2.379,0.505,-76.586 
-171.875000,-703.125000,15828.125000,-2.379,0.505,-76.586 
-171.875000,-601.562500,15882.812500,-2.368,0.505,-76.586 
-132.812500,-593.750000,16390.625000,-2.368,0.505,-76.586 
-195.312500,-710.937500,15898.437500,-2.373,0.505,-76.586 
-148.437500,-703.125000,15710.937500,-2.379,0.505,-76.586 
-242.187500,-632.812500,16000.000000,-2.368,0.505,-76.586 
-93.750000,-687.500000,16359.375000,-2.368,0.505,-76.586 
-78.125000,-710.937500,15859.375000,-2.373,0.505,-76.586 
-242.187500,-695.312500,15757.812500,-2.379,0.511,-76.586 
-203.125000,-664.062500,16078.125000,-2.368,0.505,-76.586 
-46.875000,-640.625000,15984.375000,-2.368,0.505,-76.586 
-125.000000,-710.937500,15976.562500,-2.379,0.505,-76.586 
-187.500000,-703.125000,15820.312500,-2.379,0.511,-76.586 
-46.875000,-601.562500,15726.562500,-2.368,0.505,-76.586 
-140.625000,-562.500000,16296.875000,-2.368,0.505,-76.586 
-226.562500,-695.312500,16187.500000,-2.379,0.511,-76.586 
-132.812500,-679.687500,15718.750000,-2.379,0.505,-76.586 
-250.000000,-593.750000,16000.000000,-2.373,0.511,-76.586 
-93.750000,-617.187500,16437.500000,-2.368,0.505,-76.586 
-62.500000,-656.250000,16000.000000,-2.373,0.505,-76.586 
-156.250000,-726.562500,15781.250000,-2.379,0.511,-76.586 
-242.187500,-656.250000,16039.062500,-2.373,0.511,-76.586 
-7.812500,-625.000000,16195.312500,-2.368,0.505,-76.586 
-70.312500,-664.062500,16054.687500,-2.373,0.511,-76.586 
-218.750000,-828.125000,15867.187500,-2.379,0.511,-76.586 
-132.812500,-671.875000,15804.687500,-2.373,0.511,-76.586 
-85.937500,-617.187500,16218.750000,-2.362,0.511,-76.586 
-187.500000,-648.437500,16148.437500,-2.373,0.511,-76.586 
-117.187500,-695.312500,15773.437500,-2.379,0.511,-76.586 
-187.500000,-671.875000,15703.125000,-2.373,0.511,-76.586 
-179.687500,-632.812500,16273.437500,-2.368,0.505,-76.586 
-156.250000,-625.000000,16304.687500,-2.373,0.505,-76.586 
-179.687500,-703.125000,15679.687500,-2.379,0.511,-76.586 
-312.500000,-656.250000,16000.000000,-2.373,0.511,-76.586 
-187.500000,-593.750000,16273.437500,-2.368,0.505,-76.586 
-85.937500,-632.812500,16062.500000,-2.368,0.511,-76.586 
-187.500000,-703.125000,15953.125000,-2.379,0.511,-76.586 
-179.687500,-632.812500,15945.312500,-2.373,0.511,-76.586 
-109.375000,-617.187500,16179.687500,-2.368,0.505,-76.586 
-179.687500,-718.750000,16171.875000,-2.368,0.511,-76.586 
-85.937500,-734.375000,15796.875000,-2.379,0.511,-76.586 
-156.250000,-679.687500,15718.750000,-2.373,0.511,-76.586 
-210.937500,-617.187500,16375.000000,-2.368,0.511,-76.586 
-62.500000,-718.750000,16117.187500,-2.368,0.511,-76.586 
-132.812500,-726.562500,15625.000000,-2.379,0.511,-76.586 
-289.062500,-710.937500,16031.250000,-2.379,0.516,-76.586 
-85.937500,-664.062500,16226.562500,-2.368,0.511,-76.586 
-62.500000,-695.312500,16023.437500,-2.368,0.511,-76.586 
-226.562500,-726.562500,15914.062500,-2.379,0.511,-76.586 
-140.625000,-695.312500,15984.375000,-2.379,0.511,-76.586 
-15.625000,-632.812500,16093.750000,-2.368,0.511,-76.586 
-148.437500,-679.687500,16171.875000,-2.368,0.511,-76.586 
-164.062500,-765.625000,15804.687500,-2.379,0.511,-76.586 
-148.437500,-679.687500,15765.625000,-2.379,0.511,-76.586 
