x,y,z
18.993,-12.06,0.78
26.993,-19.06,26.78
33.993,-22.06,38.78
29.993,-8.06,53.78
42.993,-22.06,46.78
41.993,-0.06,55.78
24.993,-6.06,42.78
23.993,-30.06,47.78
26.993,-21.06,69.78
23.993,-24.06,54.78
21.993,-22.06,41.78
9.9933,-17.06,35.78
-3.0067,6.94,28.78
9.9933,-10.06,-7.22
19.993,-18.06,31.78
26.993,17.94,22.78
21.993,-5.06,-10.22
18.993,-7.06,-5.22
13.993,-2.06,-12.22
8.9933,-25.06,16.78
12.993,-14.06,42.78
-5.0067,-15.06,72.78
-6.0067,-18.06,44.78
-39.007,-86.06,20.78
-21.007,-72.06,17.78
-15.007,-63.06,-15.22
-30.007,6.94,14.78
-61.007,24.94,22.78
-73.007,13.94,19.78
-55.007,70.94,29.78
-69.007,49.94,51.78
-38.007,123.94,84.78
14.993,189.94,90.78
18.993,176.94,111.78
41.993,99.94,110.78
66.993,123.94,84.78
84.993,102.94,61.78
89.993,73.94,38.78
101.99,116.94,13.78
114.99,104.94,14.78
30.993,63.94,10.78
18.993,70.94,11.78
19.993,73.94,-13.22
32.993,65.94,-17.22
23.993,69.94,12.78
11.993,37.94,18.78
4.9933,38.94,29.78
-3.0067,25.94,33.78
16.993,4.94,24.78
19.993,6.94,34.78
3.9933,2.94,39.78
5.9933,-10.06,27.78
7.9933,-16.06,1.78
14.993,-15.06,5.78
26.993,-29.06,12.78
22.993,-28.06,17.78
17.993,-30.06,34.78
16.993,-32.06,39.78
26.993,-32.06,51.78
29.993,-40.06,61.78
31.993,-43.06,82.78
14.993,-34.06,74.78
11.993,-16.06,54.78
16.993,-20.06,48.78
24.993,-16.06,30.78
25.993,-8.06,21.78
35.993,-9.06,19.78
37.993,-6.06,22.78
33.993,-3.06,5.78
49.993,-0.06,-1.22
45.993,-6.06,15.78
30.993,6.94,9.78
19.993,10.94,22.78
9.9933,4.94,10.78
-9.0067,14.94,4.78
-9.0067,28.94,-5.22
-12.007,42.94,0.78
-20.007,36.94,-1.22
-11.007,27.94,-2.22
-0.0066667,28.94,-0.22
4.9933,19.94,-2.22
6.9933,18.94,3.78
13.993,14.94,19.78
9.9933,6.94,24.78
9.9933,-0.06,1.78
9.9933,0.94,-0.22
0.99333,-0.06,-10.22
-5.0067,-12.06,-8.22
-0.0066667,-7.06,-19.22
4.9933,-5.06,-33.22
5.9933,-0.06,-38.22
7.9933,4.94,-36.22
7.9933,6.94,-23.22
9.9933,-1.06,-13.22
10.993,1.94,-10.22
21.993,-0.06,-17.22
17.993,2.94,-11.22
18.993,-4.06,0.78
26.993,-5.06,-13.22
22.993,-6.06,-17.22
24.993,-12.06,-9.22
27.993,-4.06,-14.22
27.993,6.94,-5.22
17.993,13.94,-12.22
18.993,11.94,-19.22
20.993,22.94,-25.22
15.993,19.94,-25.22
17.993,11.94,-16.22
22.993,16.94,-21.22
22.993,20.94,4.78
29.993,7.94,-4.22
30.993,4.94,20.78
33.993,3.94,27.78
20.993,3.94,26.78
15.993,-0.06,30.78
19.993,8.94,21.78
15.993,5.94,26.78
6.9933,-2.06,7.78
3.9933,-2.06,14.78
3.9933,3.94,5.78
5.9933,3.94,7.78
12.993,-1.06,18.78
15.993,3.94,8.78
12.993,3.94,14.78
6.9933,4.94,22.78
6.9933,4.94,30.78
9.9933,8.94,31.78
11.993,6.94,38.78
12.993,12.94,39.78
10.993,5.94,39.78
5.9933,6.94,48.78
7.9933,1.94,55.78
4.9933,-7.06,45.78
14.993,-0.06,26.78
3.9933,-1.06,16.78
0.99333,-3.06,19.78
-19.007,-12.06,6.78
-27.007,-36.06,36.78
-13.007,-60.06,41.78
-21.007,-62.06,39.78
-22.007,-54.06,40.78
-24.007,-42.06,40.78
-30.007,-53.06,63.78
-27.007,-59.06,60.78
-16.007,-51.06,75.78
-4.0067,-11.06,42.78
-11.007,7.94,40.78
