2,1,0,3,4,5,6,7,8,9,10,11,12,13,14
1740471285000001,      ,2025/02/25 14;52;21,-179.6875,-406.25,16007.8125,0.0,0.0,0.0,-2530.0,8791.0,-20933.0,-1.472,0.483,-15.54
1740471285000002,      ,2025/02/25 14;52;21,-85.9375,-398.4375,16039.0625,0.0,0.0,0.0,-2534.0,8792.0,-20929.0,-1.467,0.483,-15.54
1740471285000003,      ,2025/02/25 14;52;21,-109.375,-367.1875,16007.8125,0.0,0.0,0.0,-2538.0,8808.0,-20987.0,-1.472,0.483,-15.54
1740471285000004,      ,2025/02/25 14;52;21,-125.0,-421.875,16000.0,0.0,0.0,0.0,-2531.0,8792.0,-20993.0,-1.472,0.483,-15.54
1740471285000005,      ,2025/02/25 14;52;21,-117.1875,-429.6875,16015.625,0.0,0.0,0.0,-2530.0,8812.0,-20945.0,-1.472,0.483,-15.54
1740471285000006,      ,2025/02/25 14;52;22,-164.0625,-406.25,15992.1875,0.0,0.0,0.0,-2516.0,8788.0,-20901.0,-1.472,0.483,-15.54
1740471285000007,      ,2025/02/25 14;52;22,-101.5625,-359.375,15976.5625,0.0,0.0,0.0,-2524.0,8793.0,-20954.0,-1.472,0.483,-15.54
1740471285000008,      ,2025/02/25 14;52;22,-93.75,-390.625,15984.375,0.0,0.0,0.0,-2522.0,8785.0,-20951.0,-1.467,0.483,-15.54
1740471285000009,      ,2025/02/25 14;52;22,-148.4375,-406.25,15960.9375,0.0,0.0,0.0,-2518.0,8810.0,-20986.0,-1.467,0.483,-15.54
1740471285000010,      ,2025/02/25 14;52;22,-156.25,-406.25,15984.375,0.0,0.0,0.0,-2525.0,8809.0,-20926.0,-1.467,0.483,-15.54
1740471285000011,  9.79,2025/02/25 14;52;22,-85.9375,-414.0625,15992.1875,0.0,0.0,0.0,-2528.0,8807.0,-20949.0,-1.467,0.483,-15.54
1740471285000012,  9.79,2025/02/25 14;52;22,-156.25,-429.6875,15984.375,0.0,0.0,0.0,-2543.0,8802.0,-20907.0,-1.467,0.483,-15.54
1740471285000013,  9.79,2025/02/25 14;52;22,-171.875,-492.1875,16000.0,0.0,0.0,0.0,-2545.0,8807.0,-20931.0,-1.467,0.483,-15.54
1740471285000014,  9.79,2025/02/25 14;52;22,-117.1875,-414.0625,15992.1875,0.0,0.0,0.0,-2535.0,8809.0,-20837.0,-1.467,0.483,-15.54
1740471285000015,  9.79,2025/02/25 14;52;22,-117.1875,-359.375,16039.0625,0.0,0.0,0.0,-2523.0,8805.0,-20935.0,-1.467,0.483,-15.54
1740471285000016,  9.79,2025/02/25 14;52;23,-156.25,-398.4375,16039.0625,0.0,0.0,0.0,-2521.0,8804.0,-20937.0,-1.467,0.483,-15.54
1740471285000017,  9.79,2025/02/25 14;52;23,-109.375,-382.8125,16046.875,0.0,0.0,0.0,-2537.0,8795.0,-20981.0,-1.467,0.478,-15.54
1740471285000018,  9.79,2025/02/25 14;52;23,-101.5625,-398.4375,16007.8125,0.0,0.0,0.0,-2537.0,8791.0,-21014.0,-1.467,0.478,-15.54
1740471285000019,  9.79,2025/02/25 14;52;23,-140.625,-421.875,15953.125,0.0,0.0,0.0,-2527.0,8814.0,-20916.0,-1.467,0.478,-15.54
1740471285000020,  9.79,2025/02/25 14;52;23,-125.0,-414.0625,15976.5625,0.0,0.0,0.0,-2529.0,8791.0,-20916.0,-1.467,0.478,-15.54
1740471285000021,  9.79,2025/02/25 14;52;23,-164.0625,-421.875,15992.1875,0.0,0.0,0.0,-2531.0,8786.0,-20904.0,-1.467,0.478,-15.54
1740471285000022, 10.08,2025/02/25 14;52;23,-164.0625,-375.0,15968.75,0.0,0.0,0.0,-2529.0,8788.0,-20903.0,-1.467,0.478,-15.54
1740471285000023, 10.08,2025/02/25 14;52;23,-171.875,-414.0625,15968.75,0.0,0.0,0.0,-2529.0,8805.0,-20945.0,-1.461,0.478,-15.54
1740471285000024, 10.08,2025/02/25 14;52;23,-148.4375,-437.5,16031.25,0.0,0.0,0.0,-2530.0,8808.0,-20986.0,-1.461,0.478,-15.54
1740471285000025, 10.08,2025/02/25 14;52;23,-109.375,-421.875,16046.875,0.0,0.0,0.0,-2529.0,8799.0,-20906.0,-1.461,0.478,-15.54
1740471285000026, 10.08,2025/02/25 14;52;24,-93.75,-390.625,15976.5625,0.0,0.0,0.0,-2531.0,8801.0,-20917.0,-1.461,0.478,-15.54
1740471285000027, 10.08,2025/02/25 14;52;24,-93.75,-421.875,15929.6875,0.0,0.0,0.0,-2533.0,8800.0,-20931.0,-1.461,0.478,-15.54
1740471285000028, 10.08,2025/02/25 14;52;24,-171.875,-414.0625,16023.4375,-0.183,1.282,0.0,-2522.0,8798.0,-20956.0,-1.478,0.571,-15.546
1740471285000029, 10.08,2025/02/25 14;52;24,414.0625,117.1875,18343.75,4.578,-6.287,0.0,-2528.0,8809.0,-20980.0,-1.428,0.566,-15.546
1740471285000030, 10.08,2025/02/25 14;52;24,-562.5,-257.8125,16375.0,1.831,38.208,0.854,-2445.0,8810.0,-21101.0,-1.28,2.269,-15.381
1740471285000031, 10.08,2025/02/25 14;52;24,-1156.25,-414.0625,16500.0,-0.977,23.804,13.489,-2132.0,8795.0,-21386.0,-0.846,5.729,-15.958
1740471285000032, 10.08,2025/02/25 14;52;24,-3226.5625,-195.3125,15476.5625,-0.122,82.458,1.648,-1588.0,8829.0,-21664.0,-0.906,11.695,-15.007
1740471285000033, 10.07,2025/02/25 14;52;24,-5289.0625,-257.8125,14929.6875,-0.488,81.848,1.587,-692.0,8879.0,-21969.0,-0.923,19.325,-14.974
1740471285000034, 10.07,2025/02/25 14;52;24,-7203.125,-468.75,14093.75,-6.409,63.232,1.526,250.0,8953.0,-22090.0,-1.412,26.466,-15.057
1740471285000035, 10.07,2025/02/25 14;52;24,-8726.5625,-39.0625,13617.1875,-3.296,48.828,6.836,966.0,9015.0,-22050.0,-1.412,30.679,-14.513
1740471285000036, 10.07,2025/02/25 14;52;25,-9398.4375,-226.5625,13234.375,2.197,40.894,-1.831,1509.0,9040.0,-21983.0,-1.384,35.013,-14.793
1740471285000037, 10.07,2025/02/25 14;52;25,-10437.5,-429.6875,12195.3125,0.183,44.495,1.099,1983.0,9025.0,-21857.0,-1.324,39.512,-15.606
1740471285000038, 10.07,2025/02/25 14;52;25,-11445.3125,-273.4375,11203.125,-0.183,36.804,1.465,2452.0,9029.0,-21656.0,-1.302,43.923,-15.661
1740471285000039, 10.07,2025/02/25 14;52;25,-12671.875,171.875,9921.875,-4.456,18.738,4.395,2838.0,9021.0,-21311.0,-1.302,46.807,-15.375
1740471285000040, 10.07,2025/02/25 14;52;25,-12125.0,-492.1875,10093.75,-3.479,3.235,3.052,3044.0,9022.0,-21172.0,-1.291,47.867,-15.276
1740471285000041, 10.07,2025/02/25 14;52;25,-12367.1875,-289.0625,9109.375,6.531,-32.532,-6.714,3041.0,9025.0,-21125.0,-1.291,47.0,-15.826
1740471285000042, 10.07,2025/02/25 14;52;25,-10671.875,-421.875,10218.75,8.179,-121.582,-11.902,2626.0,9004.0,-21494.0,-1.285,39.853,-16.403
1740471285000043,  9.97,2025/02/25 14;52;25,-8210.9375,-1968.75,12046.875,8.728,-137.695,-5.493,1406.0,8966.0,-21981.0,-1.291,26.949,-16.88
1740471285000044,  9.97,2025/02/25 14;52;25,-4093.75,-601.5625,15382.8125,-0.916,-105.469,2.991,-36.0,8881.0,-22051.0,-0.791,16.095,-16.639
1740471285000045,  9.97,2025/02/25 14;52;25,-1539.0625,-726.5625,15789.0625,-0.549,-120.361,18.005,-1269.0,8810.0,-21700.0,-0.758,5.96,-15.831
1740471285000046,  9.97,2025/02/25 14;52;26,-234.375,-359.375,16015.625,-2.258,-14.587,3.784,-2110.0,8836.0,-21161.0,-1.258,1.675,-15.189
1740471285000047,  9.97,2025/02/25 14;52;26,54.6875,-367.1875,16187.5,0.977,-5.676,-0.061,-2351.0,8842.0,-20937.0,-1.203,1.154,-15.013
1740471285000048,  9.97,2025/02/25 14;52;26,0.0,-390.625,16046.875,1.404,-4.578,0.0,-2378.0,8855.0,-20918.0,-1.346,1.357,-15.013
1740471285000049,  9.97,2025/02/25 14;52;26,-101.5625,-429.6875,16031.25,-0.244,0.671,0.0,-2391.0,8849.0,-20963.0,-1.346,1.324,-15.002
1740471285000050,  9.97,2025/02/25 14;52;26,-179.6875,-367.1875,16039.0625,0.0,0.061,0.0,-2393.0,8854.0,-20907.0,-1.357,1.296,-14.996
1740471285000051,  9.97,2025/02/25 14;52;26,-179.6875,-414.0625,15960.9375,0.0,0.183,0.0,-2390.0,8859.0,-20941.0,-1.357,1.252,-14.991
1740471285000052,  9.97,2025/02/25 14;52;26,-148.4375,-398.4375,15992.1875,-0.183,0.305,0.0,-2391.0,8859.0,-20928.0,-1.362,1.203,-14.98
1740471285000053,  9.97,2025/02/25 14;52;26,-148.4375,-445.3125,16007.8125,0.0,0.122,0.0,-2393.0,8859.0,-20933.0,-1.368,1.165,-14.974
1740471285000054, 10.12,2025/02/25 14;52;26,-132.8125,-382.8125,15984.375,0.0,0.061,0.0,-2373.0,8839.0,-20857.0,-1.373,1.126,-14.969
1740471285000055, 10.12,2025/02/25 14;52;26,-117.1875,-437.5,16015.625,-0.061,-0.061,0.0,-2377.0,8851.0,-20919.0,-1.373,1.088,-14.958
1740471285000056, 10.12,2025/02/25 14;52;27,-156.25,-351.5625,16062.5,0.061,-0.183,0.0,-2396.0,8854.0,-20921.0,-1.373,1.049,-14.952
1740471285000057, 10.12,2025/02/25 14;52;27,-140.625,-382.8125,15968.75,0.0,0.0,0.0,-2386.0,8870.0,-20909.0,-1.379,1.016,-14.947
1740471285000058, 10.12,2025/02/25 14;52;27,-132.8125,-398.4375,16031.25,0.122,-0.305,0.0,-2392.0,8854.0,-20866.0,-1.379,0.983,-14.941
1740471285000059, 10.12,2025/02/25 14;52;27,-117.1875,-437.5,15960.9375,0.0,0.0,0.0,-2385.0,8859.0,-20872.0,-1.384,0.956,-14.936
1740471285000060, 10.12,2025/02/25 14;52;27,-156.25,-382.8125,16023.4375,-0.061,0.0,0.0,-2384.0,8857.0,-20922.0,-1.384,0.928,-14.93
1740471285000061, 10.12,2025/02/25 14;52;27,-101.5625,-390.625,15992.1875,-0.122,0.0,0.0,-2386.0,8855.0,-20906.0,-1.384,0.901,-14.925
1740471285000062, 10.12,2025/02/25 14;52;27,-109.375,-414.0625,15984.375,0.061,0.061,0.0,-2389.0,8859.0,-20913.0,-1.384,0.879,-14.925
1740471285000063, 10.12,2025/02/25 14;52;27,-140.625,-414.0625,16132.8125,0.122,0.0,0.0,-2389.0,8849.0,-20930.0,-1.39,0.857,-14.919
1740471285000064, 10.12,2025/02/25 14;52;27,-125.0,-437.5,16000.0,0.0,0.0,0.0,-2387.0,8844.0,-20867.0,-1.39,0.835,-14.914
1740471285000065, 10.07,2025/02/25 14;52;27,-109.375,-421.875,16007.8125,-0.061,0.061,0.0,-2392.0,8856.0,-20909.0,-1.39,0.813,-14.908
1740471285000066, 10.07,2025/02/25 14;52;28,-125.0,-414.0625,15960.9375,-0.122,0.061,0.0,-2398.0,8871.0,-20890.0,-1.39,0.791,-14.908
1740471285000067, 10.07,2025/02/25 14;52;28,-164.0625,-343.75,16093.75,0.0,0.0,0.0,-2385.0,8850.0,-20878.0,-1.395,0.775,-14.903
1740471285000068, 10.07,2025/02/25 14;52;28,-125.0,-390.625,16085.9375,0.0,0.0,0.0,-2389.0,8842.0,-20823.0,-1.39,0.764,-14.897
1740471285000069, 10.07,2025/02/25 14;52;28,-117.1875,-398.4375,15984.375,0.0,-0.061,0.0,-2389.0,8850.0,-20848.0,-1.39,0.747,-14.897
1740471285000070, 10.07,2025/02/25 14;52;28,-101.5625,-390.625,16109.375,0.0,-0.061,0.0,-2394.0,8851.0,-20886.0,-1.39,0.731,-14.892
1740471285000071, 10.07,2025/02/25 14;52;28,-140.625,-429.6875,15976.5625,0.0,-0.122,0.0,-2380.0,8846.0,-20843.0,-1.395,0.714,-14.892
1740471285000072, 10.07,2025/02/25 14;52;28,-171.875,-429.6875,16023.4375,0.0,0.0,0.0,-2376.0,8838.0,-20778.0,-1.395,0.703,-14.892
1740471285000073, 10.07,2025/02/25 14;52;28,-148.4375,-414.0625,16039.0625,-0.061,0.0,0.0,-2392.0,8836.0,-20794.0,-1.401,0.692,-14.886
1740471285000074, 10.07,2025/02/25 14;52;28,-109.375,-445.3125,16054.6875,0.061,0.0,0.0,-2395.0,8849.0,-20797.0,-1.401,0.676,-14.886
1740471285000075, 10.07,2025/02/25 14;52;28,-171.875,-414.0625,15960.9375,-0.122,0.122,0.0,-2391.0,8841.0,-20783.0,-1.406,0.659,-14.881
1740471285000076, 10.06,2025/02/25 14;52;29,-125.0,-421.875,16007.8125,0.0,-0.061,0.0,-2375.0,8843.0,-20798.0,-1.406,0.648,-14.881
